"Year","Tournament","Round","Player_1","Player_2","W/L_P1","Result","Sets_P1","Sets_P2"
"2015","Tokyo Masters 500","Q","Gilles Simon","Gilles Muller","L","3-6, 4-6","0","2"
"2015","Metz Masters 250","Q","Gilles Simon","Gilles Muller","W","6-4, 6-4","2","0"
"2014","Tokyo Masters 500","R16","Gilles Simon","Gilles Muller","W","4-6, 7-6(1), 6-3","2","1"
"2015","Marseille Masters 250","R16","Gilles Simon","Borna Coric","W","6-2, 3-6, 6-3","2","1"
"2015","Montreal Masters 1000","R64","Gilles Simon","Andreas Seppi","W","6-2, 6-4","2","0"
"2013","Eastbourne Masters 250","S","Gilles Simon","Andreas Seppi","W","6-4, 6-3","2","0"
"2008","Lyon Masters 250","R16","Gilles Simon","Andreas Seppi","W","7-6(5), 5-7, 6-4","2","1"
"2006","Palermo Masters 250","R32","Gilles Simon","Andreas Seppi","W","6-0, 6-7(6), 6-2","2","1"
"2006","Valencia Masters 250","Q","Gilles Simon","Andreas Seppi","W","7-6(2), 7-6(4)","2","0"
"2016","Madrid Masters 1000","R32","Gilles Simon","Pablo Carreno Busta","W","2-6, 6-3, 6-4","2","1"
"2016","Estoril Masters 250","Q","Gilles Simon","Pablo Carreno Busta","L","3-6, 4-6","0","2"
"2016","Indian Wells Masters 1000","R32","Gilles Simon","Alexander Zverev","L","2-6, 2-6","0","2"
"2016","Rotterdam Masters 500","R16","Gilles Simon","Alexander Zverev","L","5-7, 6-3, 6-7","1","2"
"2015","Metz Masters 250","S","Gilles Simon","Martin Klizan","W","6-4, 6-4","2","0"
"2015","Roland Garros","R64","Gilles Simon","Martin Klizan","W","7-5, 6-2, 6-3","3","0"
"2014","Hamburg Masters 500","R32","Gilles Simon","Martin Klizan","W","WO","0","0"
"2013","Rotterdam Masters 500","Q","Gilles Simon","Martin Klizan","W","6-7(6), 6-3, 3-0 RET","2","1"
"2016","Indian Wells Masters 1000","R64","Gilles Simon","Vasek Pospisil","W","1-6, 6-0, 6-1","2","1"
"2016","Australian Open","R128","Gilles Simon","Vasek Pospisil","W","6-7, 6-3, 6-2, 6-4","3","1"
"2013","Cincinnati Masters 1000","R64","Gilles Simon","Vasek Pospisil","L","3-6, 1-1 RET","0","1"
"2015","Wimbledon","R128","Gilles Simon","Nicolas Almagro","W","6-4, 6-4, 7-5","3","0"
"2012","Nice Masters 250","S","Gilles Simon","Nicolas Almagro","L","1-6, 3-6","0","2"
"2011","Hamburg Masters 500","F","Gilles Simon","Nicolas Almagro","W","6-4, 4-6, 6-4","2","1"
"2006","Valencia Masters 250","F","Gilles Simon","Nicolas Almagro","L","2-6, 3-6","0","2"
"2015","Roland Garros","R32","Gilles Simon","Nicolas Mahut","W","6-2, 6-7(6), 6-7(6), 6-3, 6-1","3","2"
"2013","Paris Masters 1000","R32","Gilles Simon","Nicolas Mahut","W","6-4, 6-7(5), 7-6(3)","2","1"
"2013","Metz Masters 250","S","Gilles Simon","Nicolas Mahut","W","6-3, 7-6(2)","2","0"
"2010","Montpellier Masters 250","R32","Gilles Simon","Nicolas Mahut","W","6-4, 6-4","2","0"
"2008","Metz Masters 250","R32","Gilles Simon","Nicolas Mahut","L","4-6, 6-3, 1-6","1","2"
"2008","Indianapolis Masters 250","R32","Gilles Simon","Nicolas Mahut","W","6-2, 3-6, 6-3","2","1"
"2015","Stockholm Masters 250","R16","Gilles Simon","Leonardo Mayer","W","6-2, 6-4","2","0"
"2015","Shanghai Masters 1000","R32","Gilles Simon","Leonardo Mayer","W","6-7, 6-4, 6-2","2","1"
"2014","Stockholm Masters 250","R16","Kevin Anderson","Bernard Tomic","L","6-7, 4-6","0","2"
"2013","Sydney Masters 250","F","Kevin Anderson","Bernard Tomic","L","3-6, 7-6, 3-6","1","2"
"2011","Shanghai Masters 1000","R64","Kevin Anderson","Bernard Tomic","L","6-7, 7-6, 3-6","1","2"
"2016","Rome Masters 1000","R64","Kevin Anderson","Feliciano Lopez","W","6-4, 7-6","2","0"
"2013","Sydney Masters 250","R16","Kevin Anderson","Feliciano Lopez","W","6-3, 6-4","2","0"
"2012","London Masters 250","R16","Kevin Anderson","Feliciano Lopez","W","7-6(10), 7-6(7)","2","0"
"2011","Brisbane Masters 250","R16","Kevin Anderson","Feliciano Lopez","W","6-3, 6-1","2","0"
"2015","Acapulco Masters 500","Q","Kevin Anderson","Viktor Troicki","W","3-6, 6-3, 6-3","2","1"
"2011","Washington Masters 500","R16","Kevin Anderson","Viktor Troicki","L","3-6, 3-6","0","2"
"2014","US Open","R128","Kevin Anderson","Pablo Cuevas","W","6-3, 6-7(3), 4-6, 6-2, 7-6(1)","3","2"
"2011","Barcelona Masters 500","R64","Kevin Anderson","Pablo Cuevas","W","7-5, 3-6, 6-4","2","1"
"2015","Rome Masters 1000","R32","Kevin Anderson","Philipp Kohlschreiber","W","3-0 RET","1","0"
"2014","Valencia Masters 500","R32","Kevin Anderson","Philipp Kohlschreiber","W","6-3, 6-4","2","0"
"2012","Indian Wells Masters 1000","R64","Kevin Anderson","Philipp Kohlschreiber","W","WO","0","0"
"2016","Auckland Masters 250","Q","Kevin Anderson","Jack Sock","L","6-1, 4-6, 4-6","1","2"
"2015","Cincinnati Masters 1000","R32","Kevin Anderson","Jack Sock","W","6-3, 7-6","2","0"
"2015","Houston Masters 250","S","Kevin Anderson","Jack Sock","L","6-7, 3-6","0","2"
"2014","Acapulco Masters 500","S","Kevin Anderson","Alexandr Dolgopolov","W","6-1, 5-7, 6-4","2","1"
"2013","Montreal Masters 1000","R64","Kevin Anderson","Alexandr Dolgopolov","L","6-7, 4-6","0","2"
"2014","Roland Garros","R32","Kevin Anderson","Ivo Karlovic","W","6-3 RET","1","0"
"2014","Delray Beach Masters 250","R16","Kevin Anderson","Ivo Karlovic","W","1-0 RET","1","0"
"2013","Bogota Masters 250","S","Kevin Anderson","Ivo Karlovic","L","4-6, 7-6, 3-6","1","2"
"2011","London Masters 250","R64","Kevin Anderson","Ivo Karlovic","W","6-4, 7-6(2)","2","0"
"2015","Shanghai Masters 1000","R32","Kevin Anderson","Fabio Fognini","W","6-3, 7-6","2","0"
"2014","Toronto Masters 1000","R32","Kevin Anderson","Fabio Fognini","W","7-5, 6-2","2","0"
"2014","Wimbledon","R32","Kevin Anderson","Fabio Fognini","W","4-6, 6-4, 2-6, 6-2, 6-1","3","2"
"2011","Monte Carlo Masters 1000","R64","Kevin Anderson","Fabio Fognini","L","6-3, 2-6, 2-6","1","2"
"2009","London Masters 250","R64","Kevin Anderson","Fabio Fognini","W","6-3, 7-6(3)","2","0"
"2015","Houston Masters 250","Q","Kevin Anderson","Jeremy Chardy","W","7-5, 6-7(6), 7-6(3)","2","1"
"2014","Tokyo Masters 500","R16","Kevin Anderson","Jeremy Chardy","L","4-6, 4-6","0","2"
"2015","Houston Masters 250","R16","Kevin Anderson","Federico Delbonis","W","6-7(4), 6-0, 6-3","2","1"
"2015","Indian Wells Masters 1000","R64","Kevin Anderson","Federico Delbonis","W","7-5, 6-4","2","0"
"2012","Barcelona Masters 500","R32","Kevin Anderson","Federico Delbonis","W","7-6(5), 7-6(5)","2","0"
"2015","Vienna Masters 500","Q","Kevin Anderson","Steve Johnson","L","7-5, 6-7, 4-6","1","2"
"2015","Acapulco Masters 500","R16","Kevin Anderson","Steve Johnson","W","3-6, 7-5, 6-3","2","1"
"2015","Memphis Masters 250","Q","Kevin Anderson","Steve Johnson","W","6-4, 6-4","2","0"
"2015","Auckland Masters 250","Q","Kevin Anderson","Steve Johnson","W","6-4, 7-6(8)","2","0"
"2014","Delray Beach Masters 250","S","Kevin Anderson","Steve Johnson","W","6-2, 6-4","2","0"
"2014","Auckland Masters 250","R16","Kevin Anderson","Steve Johnson","L","5-7, 4-6","0","2"
"2014","Toronto Masters 1000","Q","Kevin Anderson","Grigor Dimitrov","L","7-5, 5-7, 6-7","1","2"
"2014","Acapulco Masters 500","F","Kevin Anderson","Grigor Dimitrov","L","6-7, 6-3, 6-7","1","2"
"2012","Wimbledon","R128","Kevin Anderson","Grigor Dimitrov","L","5-7, 6-7, 7-6, 3-6","1","3"
"2012","London Masters 250","Q","Kevin Anderson","Grigor Dimitrov","L","6-4, 4-6, 3-6","1","2"
"2012","San Jose Masters 250","R32","Kevin Anderson","Grigor Dimitrov","W","2-6, 7-6(5), 7-6(3)","2","1"
"2011","Eastbourne Masters 250","R16","Kevin Anderson","Grigor Dimitrov","L","3-6, 2-6","0","2"
"2015","Miami Masters 1000","R64","Kevin Anderson","Sam Querrey","W","6-7(5), 7-6(3), 6-4","2","1"
"2014","Winston-Salem Masters 250","R16","Kevin Anderson","Sam Querrey","L","6-7, 4-6","0","2"
"2014","Acapulco Masters 500","R16","Kevin Anderson","Sam Querrey","W","7-6(2), 6-4","2","0"
"2012","Washington Masters 500","Q","Kevin Anderson","Sam Querrey","L","4-6, 4-6","0","2"
"2012","Houston Masters 250","R16","Kevin Anderson","Sam Querrey","W","7-6(3), 3-6, 7-6(2)","2","1"
"2012","Miami Masters 1000","R64","Kevin Anderson","Sam Querrey","W","6-3, 6-7(3), 6-3","2","1"
"2012","Memphis Masters 500","R16","Kevin Anderson","Sam Querrey","L","6-7, 4-6","0","2"
"2011","Rome Masters 1000","R64","Kevin Anderson","Sam Querrey","L","6-7, 0-1 RET","0","2"
"2010","Toronto Masters 1000","R32","Kevin Anderson","Sam Querrey","W","7-6(4), 4-6, 6-4","2","1"
"2010","Los Angeles Masters 250","R16","Kevin Anderson","Sam Querrey","L","6-7, 6-4, 0-6","1","2"
"2009","London Masters 250","R32","Kevin Anderson","Sam Querrey","L","5-7, 3-6","0","2"
"2008","Las Vegas Masters 250","F","Kevin Anderson","Sam Querrey","L","6-4, 3-6, 4-6","1","2"
"2012","Paris Masters 1000","R64","Kevin Anderson","Thomaz Bellucci","W","6-2, 6-1","2","0"
"2012","Monte Carlo Masters 1000","R64","Kevin Anderson","Thomaz Bellucci","L","4-6, 4-6","0","2"
"2010","US Open","R64","Kevin Anderson","Thomaz Bellucci","W","6-7(4), 6-4, 5-7, 6-4, 7-6(2)","3","2"
"2013","US Open","R64","Kevin Anderson","Marcos Baghdatis","L","2-6, 2-6, 2-6","0","3"
"2011","Vienna Masters 250","R16","Kevin Anderson","Marcos Baghdatis","W","6-2, 7-6(5)","2","0"
"2013","Australian Open","R64","Kevin Anderson","Andrey Kuznetsov","W","6-1, 7-5, 6-4","3","0"
"2015","Tokyo Masters 500","R32","Kevin Anderson","Gilles Muller","L","2-6, 3-6","0","2"
"2011","Paris Masters 1000","R64","Kevin Anderson","Gilles Muller","W","6-3, 4-6, 6-4","2","1"
"2011","Atlanta Masters 250","Q","Kevin Anderson","Gilles Muller","L","6-7, 6-7","0","2"
"2008","Newport Masters 250","R32","Kevin Anderson","Gilles Muller","W","6-7(3), 6-3, 6-3","2","1"
"2015","Basel Masters 500","R32","Kevin Anderson","Borna Coric","W","6-3, 6-2","2","0"
"2015","Winston-Salem Masters 250","Q","Kevin Anderson","Borna Coric","W","6-2, 7-6","2","0"
"2013","Casablanca Masters 250","R16","Kevin Anderson","Pablo Carreno Busta","W","6-3, 6-3","2","0"
"2015","Washington Masters 500","R32","Kevin Anderson","Alexander Zverev","L","6-2, 3-6, 4-6","1","2"
"2014","Valencia Masters 500","R16","Kevin Anderson","Martin Klizan","W","WO","0","0"
"2013","Casablanca Masters 250","S","Kevin Anderson","Martin Klizan","W","2-6, 6-4, 6-2","2","1"
"2011","Valencia Masters 500","R32","Kevin Anderson","Martin Klizan","W","6-1, 6-4","2","0"
"2014","Rome Masters 1000","R64","Kevin Anderson","Vasek Pospisil","W","7-5, 7-6(4)","2","0"
"2010","Munich Masters 250","R16","Kevin Anderson","Nicolas Almagro","L","2-6, 7-5, 6-7","1","2"
"2011","Roland Garros","R128","Kevin Anderson","Nicolas Mahut","W","6-4, 6-4, 6-7(6), 6-3","3","1"
"2015","Cincinnati Masters 1000","R64","Kevin Anderson","Leonardo Mayer","W","7-6, 3-6, 6-1","2","1"
"2015","Wimbledon","R32","Kevin Anderson","Leonardo Mayer","W","6-4, 7-6, 6-3","3","0"
"2015","Miami Masters 1000","R32","Kevin Anderson","Leonardo Mayer","W","6-4, 6-4","2","0"
"2010","Toronto Masters 1000","R64","Kevin Anderson","Leonardo Mayer","W","7-6(2), 6-4","2","0"
"2010","Delray Beach Masters 250","R32","Kevin Anderson","Leonardo Mayer","L","6-7, 6-7","0","2"
"2015","Tokyo Masters 500","Q","Nick Kyrgios","Benoit Paire","L","6-3, 4-6, 1-6","1","2"
"2014","Australian Open","R64","Nick Kyrgios","Benoit Paire","L","7-6, 7-6, 4-6, 2-6, 2-6","2","3"
"2015","Kuala Lumpur Masters 250","S","Nick Kyrgios","Feliciano Lopez","L","6-7, 6-7","0","2"
"2015","Rome Masters 1000","R64","Nick Kyrgios","Feliciano Lopez","L","4-6, 6-7","0","2"
"2016","Madrid Masters 1000","R16","Nick Kyrgios","Pablo Cuevas","W","7-6, 4-6, 6-3","2","1"
"2016","Australian Open","R64","Nick Kyrgios","Pablo Cuevas","W","6-4, 7-5, 7-6","3","0"
"2015","Kuala Lumpur Masters 250","Q","Nick Kyrgios","Ivo Karlovic","W","7-6, 7-6","2","0"
"2015","Australian Open","R64","Nick Kyrgios","Ivo Karlovic","W","7-6(4), 6-4, 5-7, 6-4","3","1"
"2015","Australian Open","R128","Nick Kyrgios","Federico Delbonis","W","7-6(2), 3-6, 6-3, 6-7(5), 6-3","3","2"
"2015","Indian Wells Masters 1000","R64","Nick Kyrgios","Grigor Dimitrov","L","6-7, 6-3, 6-7","1","2"
"2016","Miami Masters 1000","R64","Nick Kyrgios","Marcos Baghdatis","W","6-2, 6-1","2","0"
"2016","Miami Masters 1000","R16","Nick Kyrgios","Andrey Kuznetsov","W","7-6, 6-3","2","0"
"2016","Estoril Masters 250","Q","Nick Kyrgios","Borna Coric","W","6-4, 6-4","2","0"
"2015","Australian Open","R16","Nick Kyrgios","Andreas Seppi","W","5-7, 4-6, 6-3, 7-6(5), 8-6","3","2"
"2014","US Open","R64","Nick Kyrgios","Andreas Seppi","W","6-4, 7-6(2), 6-4","3","0"
"2016","Australian Open","R128","Nick Kyrgios","Pablo Carreno Busta","W","6-2, 7-5, 6-2","3","0"
"2015","Estoril Masters 250","S","Nick Kyrgios","Pablo Carreno Busta","W","5-7, 7-6(2), 6-3","2","1"
"2016","Dubai Masters 500","R32","Nick Kyrgios","Martin Klizan","W","3-6, 6-3, 6-2","2","1"
"2016","Marseille Masters 250","R32","Nick Kyrgios","Vasek Pospisil","W","6-4, 6-4","2","0"
"2016","Estoril Masters 250","S","Nick Kyrgios","Nicolas Almagro","L","3-6, 5-7","0","2"
"2016","Madrid Masters 1000","R64","Nick Kyrgios","Guido Pella","W","7-6, 6-4","2","0"
"2016","Rome Masters 1000","R64","Benoit Paire","Bernard Tomic","W","1-2 RET","0","1"
"2012","Gstaad Masters 250","R32","Benoit Paire","Bernard Tomic","W","6-0, 6-4","2","0"
"2010","US Open","R64","Benoit Paire","Feliciano Lopez","L","4-6, 7-6, 7-5, 6-7, 2-6","2","3"
"2016","Barcelona Masters 500","R16","Benoit Paire","Pablo Cuevas","W","6-2, 6-4","2","0"
"2015","Bastad Masters 250","S","Benoit Paire","Pablo Cuevas","W","6-4, 6-3","2","0"
"2015","Hamburg Masters 500","R32","Benoit Paire","Philipp Kohlschreiber","W","6-3, 3-6, 6-1","2","1"
"2015","Barcelona Masters 500","R16","Benoit Paire","Philipp Kohlschreiber","L","4-6, 6-7","0","2"
"2013","Montreal Masters 1000","R64","Benoit Paire","Philipp Kohlschreiber","W","7-6(1), 7-5","2","0"
"2013","Indian Wells Masters 1000","R64","Benoit Paire","Philipp Kohlschreiber","W","6-4, 6-2","2","0"
"2012","Metz Masters 250","R16","Benoit Paire","Philipp Kohlschreiber","L","2-6, 6-1, 1-6","1","2"
"2012","US Open","R64","Benoit Paire","Philipp Kohlschreiber","L","7-6, 3-6, 6-3, 2-6, 6-7","2","3"
"2016","Madrid Masters 1000","R64","Benoit Paire","Jack Sock","L","6-2, 2-6, 6-7","1","2"
"2012","Wimbledon","R64","Benoit Paire","Alexandr Dolgopolov","W","7-6(2), 6-4, 6-4","3","0"
"2014","Washington Masters 500","R32","Benoit Paire","Ivo Karlovic","L","6-7, 7-6, 6-7","1","2"
"2016","Monte Carlo Masters 1000","R32","Benoit Paire","Joao Sousa","W","6-4, 6-3","2","0"
"2015","Valencia Masters 250","R16","Benoit Paire","Joao Sousa","L","3-6, 6-2, 3-6","1","2"
"2015","Roland Garros","R64","Benoit Paire","Fabio Fognini","W","6-1, 6-3, 7-5","3","0"
"2012","Belgrade Masters 250","R32","Benoit Paire","Fabio Fognini","W","6-1, 6-4","2","0"
"2014","Cincinnati Masters 1000","R64","Benoit Paire","Steve Johnson","L","4-6, 1-6","0","2"
"2015","Tokyo Masters 500","R32","Benoit Paire","Grigor Dimitrov","W","6-4, 3-6, 6-1","2","1"
"2013","Stockholm Masters 250","S","Benoit Paire","Grigor Dimitrov","L","6-4, 2-6, 2-6","1","2"
"2012","US Open","R128","Benoit Paire","Grigor Dimitrov","W","5-7, 6-3, 7-6(4), 6-2","3","1"
"2015","Tokyo Masters 500","R16","Benoit Paire","Marcos Baghdatis","W","6-3, 2-6, 7-5","2","1"
"2013","Roland Garros","R128","Benoit Paire","Marcos Baghdatis","W","3-6, 7-6(1), 6-4, 6-4","3","1"
"2013","Rotterdam Masters 500","R32","Benoit Paire","Marcos Baghdatis","L","0-6, 7-6, 0-4 RET","1","2"
"2015","Cincinnati Masters 1000","R64","Benoit Paire","Gilles Muller","W","7-6, 7-6","2","0"
"2011","Metz Masters 250","R16","Benoit Paire","Gilles Muller","L","6-7, 4-6","0","2"
"2012","Basel Masters 500","R32","Benoit Paire","Andreas Seppi","W","4-6, 6-2, 6-3","2","1"
"2012","Belgrade Masters 250","F","Benoit Paire","Andreas Seppi","L","3-6, 2-6","0","2"
"2016","Estoril Masters 250","S","Benoit Paire","Pablo Carreno Busta","L","3-6, 3-6","0","2"
"2014","US Open","R64","Benoit Paire","Pablo Carreno Busta","L","1-6, 4-6, 6-3, 3-6","1","3"
"2013","Stockholm Masters 250","R16","Benoit Paire","Pablo Carreno Busta","W","6-4, 6-4","2","0"
"2011","Barcelona Masters 500","R64","Benoit Paire","Pablo Carreno Busta","W","6-7(7), 6-3, 6-2","2","1"
"2012","Winston-Salem Masters 250","R64","Benoit Paire","Martin Klizan","L","2-6, 6-7","0","2"
"2012","Acapulco Masters 500","R16","Benoit Paire","Nicolas Almagro","L","6-3, 3-6, 4-6","1","2"
"2013","Paris Masters 1000","R64","Bernard Tomic","Feliciano Lopez","L","4-6, 7-6, 6-7","1","2"
"2012","Munich Masters 250","Q","Bernard Tomic","Feliciano Lopez","L","4-6, 2-6","0","2"
"2011","Australian Open","R64","Bernard Tomic","Feliciano Lopez","W","7-6(4), 7-6(3), 6-3","3","0"
"2015","Rome Masters 1000","R64","Bernard Tomic","Viktor Troicki","L","6-7, 7-6, 6-7","1","2"
"2015","Delray Beach Masters 250","R16","Bernard Tomic","Viktor Troicki","W","6-3, 6-7(2), 6-4","2","1"
"2011","Tokyo Masters 500","R32","Bernard Tomic","Viktor Troicki","W","7-6(6), 7-6(1)","2","0"
"2011","Indian Wells Masters 1000","R64","Bernard Tomic","Viktor Troicki","L","4-6, 4-6","0","2"
"2015","Valencia Masters 250","R16","Bernard Tomic","Pablo Cuevas","L","6-3, 3-6, 4-6","1","2"
"2015","Australian Open","R64","Bernard Tomic","Philipp Kohlschreiber","W","6-7(5), 6-4, 7-6(6), 7-6(5)","3","1"
"2015","Sydney Masters 250","R16","Bernard Tomic","Philipp Kohlschreiber","W","6-3, 6-4","2","0"
"2009","Roland Garros","R128","Bernard Tomic","Philipp Kohlschreiber","L","1-6, 2-6, 2-6","0","3"
"2014","Shanghai Masters 1000","R64","Bernard Tomic","Jack Sock","L","6-7, 7-6, 4-6","1","2"
"2013","Stockholm Masters 250","R32","Bernard Tomic","Jack Sock","L","4-6, 2-6","0","2"
"2016","Acapulco Masters 500","S","Bernard Tomic","Alexandr Dolgopolov","W","1-6, 6-4, 6-3","2","1"
"2015","Cincinnati Masters 1000","R32","Bernard Tomic","Alexandr Dolgopolov","L","4-6, 1-6","0","2"
"2015","Memphis Masters 250","R16","Bernard Tomic","Alexandr Dolgopolov","W","6-1, 7-5","2","0"
"2014","Sydney Masters 250","Q","Bernard Tomic","Alexandr Dolgopolov","W","6-4, 6-3","2","0"
"2013","Monte Carlo Masters 1000","R64","Bernard Tomic","Alexandr Dolgopolov","L","2-6, 4-6","0","2"
"2012","Monte Carlo Masters 1000","R32","Bernard Tomic","Alexandr Dolgopolov","L","2-6, 7-5, 1-6","1","2"
"2012","Australian Open","R32","Bernard Tomic","Alexandr Dolgopolov","W","4-6, 7-6(0), 7-6(6), 2-6, 6-3","3","2"
"2011","Shanghai Masters 1000","R16","Bernard Tomic","Alexandr Dolgopolov","L","7-5, 1-6, 0-6","1","2"
"2011","Sydney Masters 250","R32","Bernard Tomic","Alexandr Dolgopolov","L","7-6, 1-6, 2-6","1","2"
"2010","Brisbane Masters 250","R32","Bernard Tomic","Alexandr Dolgopolov","L","4-6, 4-6","0","2"
"2014","Toronto Masters 1000","R64","Bernard Tomic","Ivo Karlovic","L","6-3, 6-7, 6-7","1","2"
"2014","Bogota Masters 250","F","Bernard Tomic","Ivo Karlovic","W","7-6(5), 3-6, 7-6(4)","2","1"
"2013","Bangkok Masters 250","R32","Bernard Tomic","Ivo Karlovic","W","6-7(3), 6-4, 4-2 RET","2","1"
"2015","Montreal Masters 1000","R64","Bernard Tomic","Joao Sousa","W","6-3, 6-3","2","0"
"2016","Madrid Masters 1000","R64","Bernard Tomic","Fabio Fognini","L","2-6, 4-6","0","2"
"2015","Paris Masters 1000","R64","Bernard Tomic","Fabio Fognini","W","6-3, 6-2","2","0"
"2012","Eastbourne Masters 250","R16","Bernard Tomic","Fabio Fognini","L","6-4, 3-6, 5-7","1","2"
"2013","Shanghai Masters 1000","R64","Bernard Tomic","Jeremy Chardy","L","5-7, 2-6","0","2"
"2011","Australian Open","R128","Bernard Tomic","Jeremy Chardy","W","6-3, 6-2, 7-6(5)","3","0"
"2015","Tokyo Masters 500","R32","Bernard Tomic","Steve Johnson","L","3-6, 1-2 RET","0","2"
"2015","Washington Masters 500","R32","Bernard Tomic","Steve Johnson","L","7-6, 4-6, 2-6","1","2"
"2015","Halle Masters 500","R32","Bernard Tomic","Steve Johnson","L","3-6, 6-7","0","2"
"2014","Stockholm Masters 250","S","Bernard Tomic","Grigor Dimitrov","L","3-6, 5-7","0","2"
"2013","Rotterdam Masters 500","R32","Bernard Tomic","Grigor Dimitrov","L","3-6, 6-3, 3-6","1","2"
"2015","Brisbane Masters 250","R32","Bernard Tomic","Sam Querrey","W","7-5, 7-6(5)","2","0"
"2013","Wimbledon","R128","Bernard Tomic","Sam Querrey","W","7-6(6), 7-6(3), 3-6, 2-6, 6-3","3","2"
"2012","Australian Open","R64","Bernard Tomic","Sam Querrey","W","3-6, 6-3, 7-6(3), 6-3","3","1"
"2013","Indian Wells Masters 1000","R128","Bernard Tomic","Thomaz Bellucci","W","6-4, 6-3","2","0"
"2012","Stuttgart Masters 250","R16","Bernard Tomic","Thomaz Bellucci","L","6-7, 3-6","0","2"
"2015","Stockholm Masters 250","R16","Bernard Tomic","Marcos Baghdatis","L","6-7, 3-6","0","2"
"2015","Sydney Masters 250","Q","Bernard Tomic","Gilles Muller","L","6-7, 6-7","0","2"
"2012","Indian Wells Masters 1000","R128","Bernard Tomic","Gilles Muller","L","6-4, 6-7, 0-6","1","2"
"2009","Australian Open","R64","Bernard Tomic","Gilles Muller","L","6-3, 1-6, 4-6, 2-6","1","3"
"2015","Indian Wells Masters 1000","R64","Bernard Tomic","Borna Coric","W","6-3, 6-4","2","0"
"2013","Sydney Masters 250","S","Bernard Tomic","Andreas Seppi","W","7-6(10), 6-4","2","0"
"2010","London Masters 250","R64","Bernard Tomic","Andreas Seppi","W","6-3, 5-7, 6-3","2","1"
"2014","Nice Masters 250","R32","Bernard Tomic","Martin Klizan","L","6-4, 3-6, 4-6","1","2"
"2013","Marseille Masters 250","R32","Bernard Tomic","Martin Klizan","W","4-6, 6-3, 7-6(7)","2","1"
"2014","Bogota Masters 250","Q","Bernard Tomic","Vasek Pospisil","W","6-4, 6-4","2","0"
"2016","Brisbane Masters 250","R32","Bernard Tomic","Nicolas Mahut","W","6-4, 6-3","2","0"
"2013","Australian Open","R128","Bernard Tomic","Leonardo Mayer","W","6-3, 6-2, 6-3","3","0"
"2015","Paris Masters 1000","R32","Feliciano Lopez","Viktor Troicki","L","7-6, 5-7, 4-6","1","2"
"2015","Rome Masters 1000","R32","Feliciano Lopez","Viktor Troicki","L","7-6, 4-6, 3-6","1","2"
"2015","Indian Wells Masters 1000","R32","Feliciano Lopez","Pablo Cuevas","W","6-2, 4-6, 6-3","2","1"
"2010","Australian Open","R128","Feliciano Lopez","Pablo Cuevas","W","6-1, 6-4, 7-5","3","0"
"2016","Barcelona Masters 500","R16","Feliciano Lopez","Philipp Kohlschreiber","L","7-6, 5-7, 3-6","1","2"
"2012","Shanghai Masters 1000","R32","Feliciano Lopez","Philipp Kohlschreiber","W","6-3, 6-4","2","0"
"2012","Munich Masters 250","S","Feliciano Lopez","Philipp Kohlschreiber","L","2-6, 7-6, 4-6","1","2"
"2011","Cincinnati Masters 1000","R32","Feliciano Lopez","Philipp Kohlschreiber","L","1-6, 4-6","0","2"
"2011","Rome Masters 1000","R32","Feliciano Lopez","Philipp Kohlschreiber","W","6-4, 3-6, 6-3","2","1"
"2004","US Open","R64","Feliciano Lopez","Philipp Kohlschreiber","W","7-5, 7-5, 6-7, 1-6, 6-2","3","2"
"2004","Dubai Masters 500","R16","Feliciano Lopez","Philipp Kohlschreiber","W","6-3, 6-4","2","0"
"2013","Memphis Masters 500","Q","Feliciano Lopez","Jack Sock","W","6-4, 6-3","2","0"
"2010","Barcelona Masters 500","R64","Feliciano Lopez","Alexandr Dolgopolov","W","6-3, 3-0 RET","2","0"
"2014","Memphis Masters 250","R16","Feliciano Lopez","Ivo Karlovic","L","6-7, 4-6","0","2"
"2008","Marseille Masters 250","R32","Feliciano Lopez","Ivo Karlovic","L","7-6, 5-7, 6-7","1","2"
"2007","Bangkok Masters 250","R32","Feliciano Lopez","Ivo Karlovic","L","6-7, 3-6","0","2"
"2005","Indian Wells Masters 1000","R64","Feliciano Lopez","Ivo Karlovic","W","6-7, 6-4, 6-4","2","1"
"2005","Marseille Masters 250","R16","Feliciano Lopez","Ivo Karlovic","W","7-6, 6-4","2","0"
"2004","Madrid Masters 1000","R64","Feliciano Lopez","Ivo Karlovic","W","6-4, 6-7, 7-6","2","1"
"2004","Cincinnati Masters 1000","R32","Feliciano Lopez","Ivo Karlovic","L","6-7, 4-6","0","2"
"2004","Wimbledon","R32","Feliciano Lopez","Ivo Karlovic","L","6-7, 6-7, 7-6, 5-7","1","3"
"2015","Tokyo Masters 500","R32","Feliciano Lopez","Joao Sousa","L","4-6, 6-4, 1-6","1","2"
"2013","Roland Garros","R64","Feliciano Lopez","Joao Sousa","W","3-6, 6-3, 6-4, 6-4","3","1"
"2015","US Open","R16","Feliciano Lopez","Fabio Fognini","W","6-3, 7-6, 6-1","3","0"
"2014","Eastbourne Masters 250","Q","Feliciano Lopez","Jeremy Chardy","W","6-3, 6-4","2","0"
"2013","Cincinnati Masters 1000","R32","Feliciano Lopez","Jeremy Chardy","W","6-4, 2-2 RET","1","0"
"2013","Rome Masters 1000","R64","Feliciano Lopez","Jeremy Chardy","L","6-3, 5-7, 6-7","1","2"
