"Year","Tournament","Round","Player_1","Player_2","W/L_P1","Result","Sets_P1","Sets_P2"
"2015","ATP WT Finals","RR","Kei Nishikori","Tomas Berdych","W","7-5, 3-6, 6-3","2","1"
"2012","Tokyo Masters 500","Q","Kei Nishikori","Tomas Berdych","W","7-5, 6-4","2","0"
"2012","Monte Carlo Masters 1000","R16","Kei Nishikori","Tomas Berdych","L","6-2, 2-6, 4-6","1","2"
"2011","Basel Masters 500","R32","Kei Nishikori","Tomas Berdych","W","3-6, 6-3, 6-2","2","1"
"2009","Brisbane Masters 250","R16","Kei Nishikori","Tomas Berdych","W","7-6(7), 6-3","2","0"
"2015","Madrid Masters 1000","Q","Kei Nishikori","David Ferrer","W","6-4, 6-2","2","0"
"2015","Acapulco Masters 500","F","Kei Nishikori","David Ferrer","L","3-6, 5-7","0","2"
"2015","Australian Open","R16","Kei Nishikori","David Ferrer","W","6-3, 6-3, 6-3","3","0"
"2014","ATP WT Finals","RR","Kei Nishikori","David Ferrer","W","4-6, 6-4, 6-1","2","1"
"2014","Paris Masters 1000","Q","Kei Nishikori","David Ferrer","W","3-6, 7-6(5), 6-4","2","1"
"2014","Madrid Masters 1000","S","Kei Nishikori","David Ferrer","W","7-6(5), 5-7, 6-3","2","1"
"2014","Miami Masters 1000","R16","Kei Nishikori","David Ferrer","W","7-6(7), 2-6, 7-6(9)","2","1"
"2013","Miami Masters 1000","R16","Kei Nishikori","David Ferrer","L","4-6, 2-6","0","2"
"2013","Australian Open","R16","Kei Nishikori","David Ferrer","L","2-6, 1-6, 4-6","0","3"
"2011","Tokyo Masters 500","R32","Kei Nishikori","David Ferrer","L","4-6, 3-6","0","2"
"2008","US Open","R32","Kei Nishikori","David Ferrer","W","6-4, 6-4, 3-6, 2-6, 7-5","3","2"
"2015","Brisbane Masters 250","S","Kei Nishikori","Milos Raonic","L","7-6, 6-7, 6-7","1","2"
"2014","Tokyo Masters 500","F","Kei Nishikori","Milos Raonic","W","7-6(5), 4-6, 6-4","2","1"
"2014","US Open","R16","Kei Nishikori","Milos Raonic","W","4-6, 7-6(4), 6-7(6), 7-5, 6-4","3","2"
"2014","Wimbledon","R16","Kei Nishikori","Milos Raonic","L","6-4, 1-6, 6-7, 3-6","1","3"
"2014","Madrid Masters 1000","R16","Kei Nishikori","Milos Raonic","W","7-6(5), 7-6(5)","2","0"
"2012","Tokyo Masters 500","F","Kei Nishikori","Milos Raonic","W","7-6(5), 3-6, 6-0","2","1"
"2015","Tokyo Masters 500","Q","Kei Nishikori","Marin Cilic","W","3-6, 7-5, 6-3","2","1"
"2015","Washington Masters 500","S","Kei Nishikori","Marin Cilic","W","3-6, 6-1, 6-4","2","1"
"2014","US Open","F","Kei Nishikori","Marin Cilic","L","3-6, 3-6, 3-6","0","3"
"2014","Barcelona Masters 500","Q","Kei Nishikori","Marin Cilic","W","6-1, 6-3","2","0"
"2014","Brisbane Masters 250","Q","Kei Nishikori","Marin Cilic","W","6-4, 5-7, 6-2","2","1"
"2013","Memphis Masters 500","Q","Kei Nishikori","Marin Cilic","W","6-4, 6-2","2","0"
"2012","US Open","R32","Kei Nishikori","Marin Cilic","L","3-6, 4-6, 7-6, 3-6","1","3"
"2011","Chennai Masters 250","R32","Kei Nishikori","Marin Cilic","W","4-6, 7-6(0), 6-2","2","1"
"2010","US Open","R64","Kei Nishikori","Marin Cilic","W","5-7, 7-6(6), 3-6, 7-6(3), 6-1","3","2"
"2008","Indian Wells Masters 1000","R128","Kei Nishikori","Marin Cilic","L","2-6, 4-6","0","2"
"2016","Rome Masters 1000","R16","Kei Nishikori","Richard Gasquet","W","6-1, 6-4","2","0"
"2016","Madrid Masters 1000","R16","Kei Nishikori","Richard Gasquet","W","6-4, 7-5","2","0"
"2015","Paris Masters 1000","R16","Kei Nishikori","Richard Gasquet","L","6-7, 1-4 RET","0","2"
"2014","Washington Masters 500","Q","Kei Nishikori","Richard Gasquet","L","1-6, 4-6","0","2"
"2013","Paris Masters 1000","R16","Kei Nishikori","Richard Gasquet","L","3-6, 2-6","0","2"
"2013","Montreal Masters 1000","R16","Kei Nishikori","Richard Gasquet","L","6-1, 3-6, 3-6","1","2"
"2010","London Masters 250","R64","Kei Nishikori","Richard Gasquet","L","3-6, 3-6","0","2"
"2008","Tokyo Masters 500","R16","Kei Nishikori","Richard Gasquet","L","1-6, 2-6","0","2"
"2015","Montreal Masters 1000","R16","Kei Nishikori","David Goffin","W","6-4, 6-4","2","0"
"2015","Madrid Masters 1000","R32","Kei Nishikori","David Goffin","W","6-2, 4-6, 6-4","2","1"
"2015","Miami Masters 1000","R16","Kei Nishikori","David Goffin","W","6-1, 6-2","2","0"
"2016","Miami Masters 1000","Q","Kei Nishikori","Gael Monfils","W","4-6, 6-3, 7-6","2","1"
"2014","Halle Masters 250","R16","Kei Nishikori","Gael Monfils","W","6-1, 3-6, 6-3","2","1"
"2016","Rome Masters 1000","Q","Kei Nishikori","Dominic Thiem","W","6-3, 7-5","2","0"
"2015","Halle Masters 500","R32","Kei Nishikori","Dominic Thiem","W","7-6, 7-5","2","0"
"2016","Indian Wells Masters 1000","R16","Kei Nishikori","John Isner","W","1-6, 7-6, 7-6","2","1"
"2015","Washington Masters 500","F","Kei Nishikori","John Isner","W","4-6, 6-4, 6-4","2","1"
"2015","Miami Masters 1000","Q","Kei Nishikori","John Isner","L","4-6, 3-6","0","2"
"2016","Miami Masters 1000","R16","Kei Nishikori","Roberto Bautista Agut","W","6-2, 6-4","2","0"
"2015","Madrid Masters 1000","R16","Kei Nishikori","Roberto Bautista Agut","W","6-3, 6-3","2","0"
"2015","Barcelona Masters 500","Q","Kei Nishikori","Roberto Bautista Agut","W","6-2, 3-6, 6-1","2","1"
"2014","Barcelona Masters 500","R32","Kei Nishikori","Roberto Bautista Agut","W","6-1, 4-6, 6-3","2","1"
"2012","Paris Masters 1000","R16","Kei Nishikori","Gilles Simon","L","WO","0","0"
"2015","Shanghai Masters 1000","R16","Kei Nishikori","Kevin Anderson","L","6-7, 6-7","0","2"
"2015","Acapulco Masters 500","S","Kei Nishikori","Kevin Anderson","W","6-2, 3-6, 6-3","2","1"
"2015","Memphis Masters 250","F","Kei Nishikori","Kevin Anderson","W","6-4, 6-4","2","0"
"2016","Madrid Masters 1000","Q","Kei Nishikori","Nick Kyrgios","W","6-7, 7-6, 6-3","2","1"
"2016","Miami Masters 1000","S","Kei Nishikori","Nick Kyrgios","W","6-3, 7-5","2","0"
"2015","Shanghai Masters 1000","R32","Kei Nishikori","Nick Kyrgios","W","1-6, 6-4, 6-4","2","1"
"2016","Barcelona Masters 500","S","Kei Nishikori","Benoit Paire","W","6-3, 6-2","2","0"
"2015","Tokyo Masters 500","S","Kei Nishikori","Benoit Paire","L","6-1, 4-6, 2-6","1","2"
"2015","US Open","R128","Kei Nishikori","Benoit Paire","L","4-6, 6-3, 6-4, 6-7, 4-6","2","3"
"2013","Roland Garros","R32","Kei Nishikori","Benoit Paire","W","6-3, 6-7(3), 6-4, 6-1","3","1"
"2012","Paris Masters 1000","R32","Kei Nishikori","Benoit Paire","W","7-6(2), 6-2","2","0"
"2016","Brisbane Masters 250","Q","Kei Nishikori","Bernard Tomic","L","3-6, 6-1, 3-6","1","2"
"2015","Indian Wells Masters 1000","R16","Kei Nishikori","Feliciano Lopez","L","4-6, 6-7","0","2"
"2014","Madrid Masters 1000","Q","Kei Nishikori","Feliciano Lopez","W","6-4, 6-4","2","0"
"2013","Tokyo Masters 500","R16","Kei Nishikori","Feliciano Lopez","W","7-6(4), 6-0","2","0"
"2013","Cincinnati Masters 1000","R64","Kei Nishikori","Feliciano Lopez","L","4-6, 6-7","0","2"
"2013","Memphis Masters 500","F","Kei Nishikori","Feliciano Lopez","W","6-2, 6-3","2","0"
"2011","Barcelona Masters 500","R16","Kei Nishikori","Feliciano Lopez","L","4-6, 6-7","0","2"
"2016","Rome Masters 1000","R32","Kei Nishikori","Viktor Troicki","W","5-7, 6-2, 6-3","2","1"
"2015","Rome Masters 1000","R16","Kei Nishikori","Viktor Troicki","W","6-4, 6-3","2","0"
"2015","Miami Masters 1000","R32","Kei Nishikori","Viktor Troicki","W","6-2, 6-2","2","0"
"2013","Madrid Masters 1000","R32","Kei Nishikori","Viktor Troicki","W","7-5, 6-2","2","0"
"2010","Tokyo Masters 500","R32","Kei Nishikori","Viktor Troicki","L","4-6, 2-6","0","2"
"2011","Houston Masters 250","S","Kei Nishikori","Pablo Cuevas","W","6-3, 7-5","2","0"
"2016","Australian Open","R128","Kei Nishikori","Philipp Kohlschreiber","W","6-4, 6-3, 6-3","3","0"
"2014","Shanghai Masters 1000","R32","Kei Nishikori","Jack Sock","L","6-7, 4-6","0","2"
"2013","Washington Masters 500","R32","Kei Nishikori","Jack Sock","W","7-5, 6-2","2","0"
"2016","Barcelona Masters 500","Q","Kei Nishikori","Alexandr Dolgopolov","W","7-5, 6-0","2","0"
"2016","Miami Masters 1000","R32","Kei Nishikori","Alexandr Dolgopolov","W","6-2, 6-2","2","0"
"2015","Acapulco Masters 500","Q","Kei Nishikori","Alexandr Dolgopolov","W","6-4, 6-4","2","0"
"2013","Brisbane Masters 250","Q","Kei Nishikori","Alexandr Dolgopolov","W","6-4, 7-6(3)","2","0"
"2013","Brisbane Masters 250","Q","Kei Nishikori","Alexandr Dolgopolov","W","6-4, 7-6(3)","2","0"
"2011","Shanghai Masters 1000","Q","Kei Nishikori","Alexandr Dolgopolov","W","6-4, 6-3","2","0"
"2014","Memphis Masters 250","F","Kei Nishikori","Ivo Karlovic","W","6-4, 7-6(0)","2","0"
"2013","Delray Beach Masters 250","R32","Kei Nishikori","Ivo Karlovic","L","4-5 RET","0","1"
"2016","Madrid Masters 1000","R32","Kei Nishikori","Fabio Fognini","W","6-2, 3-6, 7-5","2","1"
"2011","Australian Open","R128","Kei Nishikori","Fabio Fognini","W","6-1, 6-4, 6-7(4), 6-4","3","1"
"2016","Barcelona Masters 500","R16","Kei Nishikori","Jeremy Chardy","W","6-3, 7-5","2","0"
"2015","Paris Masters 1000","R32","Kei Nishikori","Jeremy Chardy","W","7-6, 6-7, 6-1","2","1"
"2014","Tokyo Masters 500","Q","Kei Nishikori","Jeremy Chardy","W","6-4, 6-2","2","0"
"2013","Rome Masters 1000","R32","Kei Nishikori","Jeremy Chardy","L","4-6, 1-6","0","2"
"2012","Acapulco Masters 500","R16","Kei Nishikori","Jeremy Chardy","L","6-1, 6-7, 0-6","1","2"
"2011","Miami Masters 1000","R128","Kei Nishikori","Jeremy Chardy","W","7-6(5), 6-2","2","0"
"2016","Indian Wells Masters 1000","R32","Kei Nishikori","Steve Johnson","W","7-6, 7-6","2","0"
"2015","Australian Open","R32","Kei Nishikori","Steve Johnson","W","6-7(7), 6-1, 6-2, 6-3","3","1"
"2015","Brisbane Masters 250","R16","Kei Nishikori","Steve Johnson","W","6-4, 7-5","2","0"
"2014","Halle Masters 250","Q","Kei Nishikori","Steve Johnson","W","6-1, 7-6(4)","2","0"
"2014","Miami Masters 1000","R32","Kei Nishikori","Grigor Dimitrov","W","7-6(1), 7-5","2","0"
"2013","Shanghai Masters 1000","R64","Kei Nishikori","Grigor Dimitrov","W","6-3, 6-4","2","0"
"2016","Acapulco Masters 500","R16","Kei Nishikori","Sam Querrey","L","4-6, 3-6","0","2"
"2016","Memphis Masters 250","S","Kei Nishikori","Sam Querrey","W","3-6, 6-3, 6-3","2","1"
