"","Year","Tournament","Round","Player","Opponent","WL_P1","Result","Sets_P1","Sets_P2","X1","X2","X3","X4","X5"
"2049","2013","Rome Masters 1000","R64","Grigor Dimitrov","Marcos Baghdatis","W","6-3, 6-4","2","0","6-3","6-4","","",""
"2050","2013","Rotterdam Masters 500","Q","Grigor Dimitrov","Marcos Baghdatis","W","6-7(4), 7-6(0), 6-3","2","1","6-7","7-6","6-3","",""
"2051","2013","Brisbane Masters 250","S","Grigor Dimitrov","Marcos Baghdatis","W","6-3, 5-7, 7-6(5)","2","1","6-3","5-7","7-6","",""
"2052","2013","Brisbane Masters 250","S","Grigor Dimitrov","Marcos Baghdatis","W","6-3, 5-7, 7-6(5)","2","1","6-3","5-7","7-6","",""
"2053","2012","Wimbledon","R64","Grigor Dimitrov","Marcos Baghdatis","L","5-7, 1-4 RET","0","2","5-7","1-4 RET","","",""
"2054","2011","Munich Masters 250","R16","Grigor Dimitrov","Marcos Baghdatis","W","3-6, 7-6(6), 6-2","2","1","3-6","7-6","6-2","",""
"2055","2015","Paris Masters 1000","R32","Grigor Dimitrov","Marin Cilic","W","7-6, 7-6","2","0","7-6","7-6","","",""
"2056","2014","Brisbane Masters 250","R16","Grigor Dimitrov","Marin Cilic","L","5-7, 5-7","0","2","5-7","5-7","","",""
"2057","2015","Brisbane Masters 250","Q","Grigor Dimitrov","Martin Klizan","W","6-3, 6-4","2","0","6-3","6-4","","",""
"2058","2014","Australian Open","R32","Grigor Dimitrov","Milos Raonic","W","6-3, 3-6, 6-4, 7-6(10)","3","1","6-3","3-6","6-4","7-6",""
"2059","2013","Brisbane Masters 250","R16","Grigor Dimitrov","Milos Raonic","W","6-3, 6-4","2","0","6-3","6-4","","",""
"2060","2013","Brisbane Masters 250","R16","Grigor Dimitrov","Milos Raonic","W","6-3, 6-4","2","0","6-3","6-4","","",""
"2061","2011","Stockholm Masters 250","Q","Grigor Dimitrov","Milos Raonic","L","5-7, 4-6","0","2","5-7","4-6","","",""
"2062","2015","Indian Wells Masters 1000","R64","Grigor Dimitrov","Nick Kyrgios","W","7-6(2), 3-6, 7-6(4)","2","1","7-6","3-6","7-6","",""
"2063","2015","Stockholm Masters 250","R16","Grigor Dimitrov","Nicolas Almagro","W","6-2, 6-4","2","0","6-2","6-4","","",""
"2064","2013","Cincinnati Masters 1000","R64","Grigor Dimitrov","Nicolas Almagro","W","7-6(3), 6-4","2","0","7-6","6-4","","",""
"2065","2012","Australian Open","R64","Grigor Dimitrov","Nicolas Almagro","L","6-4, 3-6, 7-6, 4-6, 0-6","2","3","6-4","3-6","7-6","4-6","0-6"
"2066","2012","London Masters 250","R16","Grigor Dimitrov","Nicolas Mahut","W","7-6(3), 6-4","2","0","7-6","6-4","","",""
"2067","2014","Beijing Masters 500","Q","Grigor Dimitrov","Novak Djokovic","L","2-6, 4-6","0","2","2-6","4-6","","",""
"2068","2014","Wimbledon","S","Grigor Dimitrov","Novak Djokovic","L","4-6, 6-3, 6-7, 6-7","1","3","4-6","6-3","6-7","6-7",""
"2069","2013","Roland Garros","R32","Grigor Dimitrov","Novak Djokovic","L","2-6, 2-6, 3-6","0","3","2-6","2-6","3-6","",""
"2070","2013","Madrid Masters 1000","R32","Grigor Dimitrov","Novak Djokovic","W","7-6(6), 6-7(8), 6-3","2","1","7-6","6-7","6-3","",""
"2071","2013","Indian Wells Masters 1000","R32","Grigor Dimitrov","Novak Djokovic","L","6-7, 1-6","0","2","6-7","1-6","","",""
"2072","2012","Shanghai Masters 1000","R32","Grigor Dimitrov","Novak Djokovic","L","3-6, 2-6","0","2","3-6","2-6","","",""
"2073","2016","Madrid Masters 1000","R64","Grigor Dimitrov","Pablo Carreno Busta","L","6-7, 3-6","0","2","6-7","3-6","","",""
"2074","2015","Paris Masters 1000","R64","Grigor Dimitrov","Pablo Carreno Busta","W","6-4, 6-1","2","0","6-4","6-1","","",""
"2075","2014","Madrid Masters 1000","R64","Grigor Dimitrov","Pablo Carreno Busta","W","6-2, 6-4","2","0","6-2","6-4","","",""
"2076","2016","Sydney Masters 250","R16","Grigor Dimitrov","Pablo Cuevas","W","7-6, 6-4","2","0","7-6","6-4","","",""
"2077","2015","Istanbul Masters 250","S","Grigor Dimitrov","Pablo Cuevas","L","2-6, 4-6","0","2","2-6","4-6","","",""
"2078","2014","Paris Masters 1000","R32","Grigor Dimitrov","Pablo Cuevas","W","6-0, 6-3","2","0","6-0","6-3","","",""
"2079","2015","Basel Masters 500","R16","Grigor Dimitrov","Rafael Nadal","L","4-6, 6-4, 3-6","1","2","4-6","6-4","3-6","",""
"2080","2015","Madrid Masters 1000","Q","Grigor Dimitrov","Rafael Nadal","L","3-6, 4-6","0","2","3-6","4-6","","",""
"2081","2014","Rome Masters 1000","S","Grigor Dimitrov","Rafael Nadal","L","2-6, 2-6","0","2","2-6","2-6","","",""
"2082","2014","Australian Open","Q","Grigor Dimitrov","Rafael Nadal","L","6-3, 6-7, 6-7, 2-6","1","3","6-3","6-7","6-7","2-6",""
"2083","2013","Cincinnati Masters 1000","R16","Grigor Dimitrov","Rafael Nadal","L","2-6, 7-5, 2-6","1","2","2-6","7-5","2-6","",""
"2084","2013","Monte Carlo Masters 1000","Q","Grigor Dimitrov","Rafael Nadal","L","2-6, 6-2, 4-6","1","2","2-6","6-2","4-6","",""
"2085","2009","Rotterdam Masters 500","R16","Grigor Dimitrov","Rafael Nadal","L","5-7, 6-3, 2-6","1","2","5-7","6-3","2-6","",""
"2086","2015","Wimbledon","R32","Grigor Dimitrov","Richard Gasquet","L","3-6, 4-6, 4-6","0","3","3-6","4-6","4-6","",""
"2087","2013","Rome Masters 1000","R32","Grigor Dimitrov","Richard Gasquet","L","4-6, 4-6","0","2","4-6","4-6","","",""
"2088","2012","Bangkok Masters 250","R16","Grigor Dimitrov","Richard Gasquet","L","7-5, 5-7, 4-6","1","2","7-5","5-7","4-6","",""
"2089","2012","Roland Garros","R64","Grigor Dimitrov","Richard Gasquet","L","7-5, 5-7, 2-6, 3-6","1","3","7-5","5-7","2-6","3-6",""
"2090","2011","Dubai Masters 500","R32","Grigor Dimitrov","Richard Gasquet","L","2-6, 4-6","0","2","2-6","4-6","","",""
"2091","2014","Australian Open","R16","Grigor Dimitrov","Roberto Bautista Agut","W","6-3, 3-6, 6-2, 6-4","3","1","6-3","3-6","6-2","6-4",""
"2092","2013","Beijing Masters 500","R32","Grigor Dimitrov","Roberto Bautista Agut","L","4-6, 2-6","0","2","4-6","2-6","","",""
"2093","2016","Australian Open","R32","Grigor Dimitrov","Roger Federer","L","4-6, 6-3, 1-6, 4-6","1","3","4-6","6-3","1-6","4-6",""
"2094","2016","Brisbane Masters 250","Q","Grigor Dimitrov","Roger Federer","L","4-6, 7-6, 4-6","1","2","4-6","7-6","4-6","",""
"2095","2015","Brisbane Masters 250","S","Grigor Dimitrov","Roger Federer","L","2-6, 2-6","0","2","2-6","2-6","","",""
"2096","2014","Basel Masters 500","Q","Grigor Dimitrov","Roger Federer","L","6-7, 2-6","0","2","6-7","2-6","","",""
"2097","2013","Basel Masters 500","Q","Grigor Dimitrov","Roger Federer","L","3-6, 6-7","0","2","3-6","6-7","","",""
"2098","2013","Washington Masters 500","R16","Grigor Dimitrov","Sam Querrey","W","6-3, 6-2","2","0","6-3","6-2","","",""
"2099","2015","Madrid Masters 1000","R16","Grigor Dimitrov","Stan Wawrinka","W","7-6(5), 3-6, 6-3","2","1","7-6","3-6","6-3","",""
"2100","2015","Monte Carlo Masters 1000","R16","Grigor Dimitrov","Stan Wawrinka","W","6-1, 6-2","2","0","6-1","6-2","","",""
"2101","2014","London Masters 250","S","Grigor Dimitrov","Stan Wawrinka","W","6-2, 6-4","2","0","6-2","6-4","","",""
"2102","2013","Madrid Masters 1000","R16","Grigor Dimitrov","Stan Wawrinka","L","6-3, 4-6, 1-6","1","2","6-3","4-6","1-6","",""
"2103","2011","Australian Open","R64","Grigor Dimitrov","Stan Wawrinka","L","5-7, 3-6, 3-6","0","3","5-7","3-6","3-6","",""
"2104","2015","Washington Masters 500","R16","Grigor Dimitrov","Steve Johnson","L","3-6, 6-1, 3-6","1","2","3-6","6-1","3-6","",""
"2105","2015","Wimbledon","R64","Grigor Dimitrov","Steve Johnson","W","7-6, 6-2, 7-6","3","0","7-6","6-2","7-6","",""
"2106","2015","Stockholm Masters 250","Q","Grigor Dimitrov","Tomas Berdych","L","5-7, 4-6","0","2","5-7","4-6","","",""
"2107","2014","Stockholm Masters 250","F","Grigor Dimitrov","Tomas Berdych","L","7-5, 4-6, 4-6","1","2","7-5","4-6","4-6","",""
"2108","2014","Rome Masters 1000","R16","Grigor Dimitrov","Tomas Berdych","W","6-7(3), 6-2, 6-2","2","1","6-7","6-2","6-2","",""
"2109","2014","Madrid Masters 1000","R16","Grigor Dimitrov","Tomas Berdych","L","6-3, 3-6, 2-6","1","2","6-3","3-6","2-6","",""
"2110","2012","Miami Masters 1000","R32","Grigor Dimitrov","Tomas Berdych","W","6-3, 2-6, 6-4","2","1","6-3","2-6","6-4","",""
"2111","2009","Rotterdam Masters 500","R32","Grigor Dimitrov","Tomas Berdych","W","4-6, 6-3, 6-4","2","1","4-6","6-3","6-4","",""
"2112","2015","Cincinnati Masters 1000","R32","Grigor Dimitrov","Vasek Pospisil","W","7-6, 7-6","2","0","7-6","7-6","","",""
"2113","2015","Miami Masters 1000","R64","Grigor Dimitrov","Vasek Pospisil","W","6-2, 6-2","2","0","6-2","6-2","","",""
"2114","2014","Basel Masters 500","R16","Grigor Dimitrov","Vasek Pospisil","W","6-2, 6-2","2","0","6-2","6-2","","",""
"2115","2016","Sydney Masters 250","F","Grigor Dimitrov","Viktor Troicki","L","6-2, 1-6, 6-7","1","2","6-2","1-6","6-7","",""
"2116","2016","Brisbane Masters 250","R16","Grigor Dimitrov","Viktor Troicki","W","5-7, 7-6, 6-2","2","1","5-7","7-6","6-2","",""
"2117","2012","Basel Masters 500","R32","Grigor Dimitrov","Viktor Troicki","W","6-3, 6-2","2","0","6-3","6-2","","",""
"2118","2016","Rome Masters 1000","R64","Guido Pella","Jack Sock","L","7-5, 5-7, 3-6","1","2","7-5","5-7","3-6","",""
"2119","2014","Miami Masters 1000","R128","Guido Pella","Jack Sock","L","3-6, 4-6","0","2","3-6","4-6","","",""
"2120","2016","Rio de Janeiro Masters 500","R32","Guido Pella","John Isner","W","7-6, 5-7, 7-6","2","1","7-6","5-7","7-6","",""
"2121","2015","US Open","R128","Guido Pella","Marin Cilic","L","3-6, 6-7, 6-7","0","3","3-6","6-7","6-7","",""
"2122","2016","Madrid Masters 1000","R64","Guido Pella","Nick Kyrgios","L","6-7, 4-6","0","2","6-7","4-6","","",""
"2123","2013","Miami Masters 1000","R64","Guido Pella","Nicolas Almagro","L","0-6, 3-6","0","2","0-6","3-6","","",""
"2124","2013","Buenos Aires Masters 250","R32","Guido Pella","Nicolas Almagro","L","3-6, 2-6","0","2","3-6","2-6","","",""
"2125","2013","Roland Garros","R64","Guido Pella","Novak Djokovic","L","2-6, 0-6, 2-6","0","3","2-6","0-6","2-6","",""
"2126","2016","Indian Wells Masters 1000","R64","Guido Pella","Pablo Cuevas","W","6-1, 4-6, 6-4","2","1","6-1","4-6","6-4","",""
"2127","2016","Rio de Janeiro Masters 500","F","Guido Pella","Pablo Cuevas","L","4-6, 7-6, 4-6","1","2","4-6","7-6","4-6","",""
"2128","2013","US Open","R128","Guido Pella","Sam Querrey","L","6-7, 6-4, 1-6, 2-6","1","3","6-7","6-4","1-6","2-6",""
"2129","2013","Dusseldorf Masters 250","Q","Guido Pella","Viktor Troicki","W","7-6(5), 7-5","2","0","7-6","7-5","","",""
"2130","2015","Newport Masters 250","S","Ivo Karlovic","Jack Sock","W","7-6, 6-4","2","0","7-6","6-4","","",""
"2131","2014","Houston Masters 250","R32","Ivo Karlovic","Jack Sock","L","1-6, 4-6","0","2","1-6","4-6","","",""
"2132","2014","Memphis Masters 250","Q","Ivo Karlovic","Jack Sock","W","7-6(4), 6-7(3), 6-3","2","1","7-6","6-7","6-3","",""
"2133","2013","Indian Wells Masters 1000","R128","Ivo Karlovic","Jack Sock","W","3-6, 7-6(8), 6-2","2","1","3-6","7-6","6-2","",""
"2134","2015","Shanghai Masters 1000","R64","Ivo Karlovic","Jeremy Chardy","W","6-4, 7-6","2","0","6-4","7-6","","",""
"2135","2015","Montreal Masters 1000","R16","Ivo Karlovic","Jeremy Chardy","L","6-4, 6-7, 4-6","1","2","6-4","6-7","4-6","",""
"2136","2014","Eastbourne Masters 250","R32","Ivo Karlovic","Jeremy Chardy","L","4-6, 4-6","0","2","4-6","4-6","","",""
"2137","2015","Wimbledon","R32","Ivo Karlovic","Jo-Wilfried Tsonga","W","7-6, 4-6, 7-6, 7-6","3","1","7-6","4-6","7-6","7-6",""
"2138","2009","Wimbledon","R32","Ivo Karlovic","Jo-Wilfried Tsonga","W","7-6(5), 6-7(5), 7-5, 7-6(5)","3","1","7-6","6-7","7-5","7-6",""
"2139","2016","Monte Carlo Masters 1000","R64","Ivo Karlovic","Joao Sousa","L","3-6, 6-7","0","2","3-6","6-7","","",""
"2140","2014","Acapulco Masters 500","R32","Ivo Karlovic","John Isner","W","7-6(4), 7-6(5)","2","0","7-6","7-6","","",""
"2141","2013","Newport Masters 250","Q","Ivo Karlovic","John Isner","L","6-7, 6-7","0","2","6-7","6-7","","",""
"2142","2011","Houston Masters 250","Q","Ivo Karlovic","John Isner","W","7-6(2), 6-7(2), 7-6(9)","2","1","7-6","6-7","7-6","",""
"2143","2010","Memphis Masters 500","Q","Ivo Karlovic","John Isner","L","1-6, 6-7","0","2","1-6","6-7","","",""
"2144","2008","New Haven Masters 250","R32","Ivo Karlovic","John Isner","W","6-7(4), 6-3, 6-4","2","1","6-7","6-3","6-4","",""
"2145","2014","Memphis Masters 250","F","Ivo Karlovic","Kei Nishikori","L","4-6, 6-7","0","2","4-6","6-7","","",""
"2146","2013","Delray Beach Masters 250","R32","Ivo Karlovic","Kei Nishikori","W","5-4 RET","1","0","5-4 RET","","","",""
"2147","2014","Roland Garros","R32","Ivo Karlovic","Kevin Anderson","L","3-6 RET","0","1","3-6 RET","","","",""
"2148","2014","Delray Beach Masters 250","R16","Ivo Karlovic","Kevin Anderson","L","0-1 RET","0","1","0-1 RET","","","",""
"2149","2013","Bogota Masters 250","S","Ivo Karlovic","Kevin Anderson","W","6-4, 6-7(4), 6-3","2","1","6-4","6-7","6-3","",""
"2150","2011","London Masters 250","R64","Ivo Karlovic","Kevin Anderson","L","4-6, 6-7","0","2","4-6","6-7","","",""
"2151","2016","Bucharest Masters 250","R16","Ivo Karlovic","Lucas Pouille","L","3-6, 4-6","0","2","3-6","4-6","","",""
"2152","2014","Paris Masters 1000","R64","Ivo Karlovic","Lucas Pouille","L","1-6, 4-6","0","2","1-6","4-6","","",""
"2153","2015","Roland Garros","R128","Ivo Karlovic","Marcos Baghdatis","L","6-7, 4-6, 4-6","0","3","6-7","4-6","4-6","",""
"2154","2015","Zagreb Masters 250","R16","Ivo Karlovic","Marcos Baghdatis","L","6-3, 6-7, 6-7","1","2","6-3","6-7","6-7","",""
"2155","2008","Metz Masters 250","R32","Ivo Karlovic","Marcos Baghdatis","W","4-6, 2-1 RET","1","1","4-6","2-1 RET","","",""
"2156","2008","Marseille Masters 250","R16","Ivo Karlovic","Marcos Baghdatis","L","4-6, 4-6","0","2","4-6","4-6","","",""
"2157","2014","Shanghai Masters 1000","R64","Ivo Karlovic","Marin Cilic","W","7-5, 2-6, 7-6(2)","2","1","7-5","2-6","7-6","",""
"2158","2011","Rome Masters 1000","R64","Ivo Karlovic","Marin Cilic","L","4-6, 0-1 RET","0","2","4-6","0-1 RET","","",""
"2159","2010","Zagreb Masters 250","Q","Ivo Karlovic","Marin Cilic","L","6-7, 4-6","0","2","6-7","4-6","","",""
"2160","2015","Cincinnati Masters 1000","R32","Ivo Karlovic","Martin Klizan","W","6-3, 7-6","2","0","6-3","7-6","","",""
"2161","2015","Montreal Masters 1000","R32","Ivo Karlovic","Milos Raonic","W","7-6, 7-6","2","0","7-6","7-6","","",""
"2162","2012","Bangkok Masters 250","R16","Ivo Karlovic","Milos Raonic","L","6-7, 4-6","0","2","6-7","4-6","","",""
"2163","2015","Kuala Lumpur Masters 250","Q","Ivo Karlovic","Nick Kyrgios","L","6-7, 6-7","0","2","6-7","6-7","","",""
"2164","2015","Australian Open","R64","Ivo Karlovic","Nick Kyrgios","L","6-7, 4-6, 7-5, 4-6","1","3","6-7","4-6","7-5","4-6",""
"2165","2011","Cincinnati Masters 1000","R32","Ivo Karlovic","Nicolas Almagro","L","3-6, 7-5, 6-7","1","2","3-6","7-5","6-7","",""
"2166","2010","Indian Wells Masters 1000","R64","Ivo Karlovic","Nicolas Almagro","L","5-7, 6-7","0","2","5-7","6-7","","",""
"2167","2005","St. Poelten Masters 250","R32","Ivo Karlovic","Nicolas Almagro","L","6-7, 6-7","0","2","6-7","6-7","","",""
"2168","2009","London Masters 250","R16","Ivo Karlovic","Nicolas Mahut","W","6-3, 6-4","2","0","6-3","6-4","","",""
"2169","2015","Doha Masters 250","Q","Ivo Karlovic","Novak Djokovic","W","6-7(2), 7-6(6), 6-4","2","1","6-7","7-6","6-4","",""
"2170","2008","Madrid Masters 1000","R16","Ivo Karlovic","Novak Djokovic","W","7-6(4), 7-6(5)","2","0","7-6","7-6","","",""
"2171","2008","Hamburg Masters 1000","R16","Ivo Karlovic","Novak Djokovic","L","6-7, 3-6","0","2","6-7","3-6","","",""
"2172","2014","Rome Masters 1000","R64","Ivo Karlovic","Pablo Carreno Busta","W","3-6, 6-3, 7-6(4)","2","1","3-6","6-3","7-6","",""
"2173","2015","Beijing Masters 500","R16","Ivo Karlovic","Pablo Cuevas","L","6-7, 6-7","0","2","6-7","6-7","","",""
"2174","2009","Paris Masters 1000","R64","Ivo Karlovic","Pablo Cuevas","W","7-6(3), 6-4","2","0","7-6","6-4","","",""
"2175","2014","Dusseldorf Masters 250","F","Ivo Karlovic","Philipp Kohlschreiber","L","2-6, 6-7","0","2","2-6","6-7","","",""
"2176","2011","Doha Masters 250","R16","Ivo Karlovic","Philipp Kohlschreiber","W","7-6(5), 6-7(4), 7-6(2)","2","1","7-6","6-7","7-6","",""
"2177","2009","Beijing Masters 500","R32","Ivo Karlovic","Philipp Kohlschreiber","L","6-7, 6-4, 1-6","1","2","6-7","6-4","1-6","",""
"2178","2008","Cincinnati Masters 1000","Q","Ivo Karlovic","Philipp Kohlschreiber","W","7-6(6), 7-6(3)","2","0","7-6","7-6","","",""
"2179","2015","Shanghai Masters 1000","R32","Ivo Karlovic","Rafael Nadal","L","5-7, 7-6, 6-7","1","2","5-7","7-6","6-7","",""
"2180","2011","Indian Wells Masters 1000","Q","Ivo Karlovic","Rafael Nadal","L","7-5, 1-6, 6-7","1","2","7-5","1-6","6-7","",""
"2181","2010","Australian Open","R16","Ivo Karlovic","Rafael Nadal","L","4-6, 6-4, 4-6, 4-6","1","3","4-6","6-4","4-6","4-6",""
"2182","2008","London Masters 250","Q","Ivo Karlovic","Rafael Nadal","L","7-6, 6-7, 6-7","1","2","7-6","6-7","6-7","",""
"2183","2004","Milan Masters 250","R32","Ivo Karlovic","Rafael Nadal","L","5-7, 7-6, 1-6","1","2","5-7","7-6","1-6","",""
"2184","2015","Basel Masters 500","Q","Ivo Karlovic","Richard Gasquet","L","4-6, 7-6, 6-7","1","2","4-6","7-6","6-7","",""
"2185","2015","Madrid Masters 1000","R64","Ivo Karlovic","Richard Gasquet","L","3-6, 4-6","0","2","3-6","4-6","","",""
"2186","2014","Toronto Masters 1000","R32","Ivo Karlovic","Richard Gasquet","L","7-5, 6-7, 3-6","1","2","7-5","6-7","3-6","",""
"2187","2013","Moscow Masters 250","S","Ivo Karlovic","Richard Gasquet","L","4-6, 5-7","0","2","4-6","5-7","","",""
"2188","2011","US Open","R64","Ivo Karlovic","Richard Gasquet","W","6-4, 6-2, 2-6, 7-6(4)","3","1","6-4","6-2","2-6","7-6",""
"2189","2005","Hamburg Masters 1000","R64","Ivo Karlovic","Richard Gasquet","L","1-6, 0-1 RET","0","2","1-6","0-1 RET","","",""
"2190","2015","Halle Masters 500","S","Ivo Karlovic","Roger Federer","L","6-7, 6-7","0","2","6-7","6-7","","",""
"2191","2014","Basel Masters 500","S","Ivo Karlovic","Roger Federer","L","6-7, 6-3, 3-6","1","2","6-7","6-3","3-6","",""
"2192","2014","Miami Masters 1000","R64","Ivo Karlovic","Roger Federer","L","4-6, 6-7","0","2","4-6","6-7","","",""
"2193","2012","Australian Open","R32","Ivo Karlovic","Roger Federer","L","6-7, 5-7, 3-6","0","3","6-7","5-7","3-6","",""
"2194","2009","Wimbledon","Q","Ivo Karlovic","Roger Federer","L","3-6, 5-7, 6-7","0","3","3-6","5-7","6-7","",""
"2195","2009","Rome Masters 1000","R32","Ivo Karlovic","Roger Federer","L","4-6, 4-6","0","2","4-6","4-6","","",""
"2196","2009","Indian Wells Masters 1000","R32","Ivo Karlovic","Roger Federer","L","6-7, 3-6","0","2","6-7","3-6","","",""
"2197","2008","Cincinnati Masters 1000","R16","Ivo Karlovic","Roger Federer","W","7-6(6), 4-6, 7-6(5)","2","1","7-6","4-6","7-6","",""
"2198","2008","Rome Masters 1000","R16","Ivo Karlovic","Roger Federer","L","6-7, 3-6","0","2","6-7","3-6","","",""
"2199","2007","Paris Masters 1000","R32","Ivo Karlovic","Roger Federer","L","3-6, 6-4, 3-6","1","2","3-6","6-4","3-6","",""
"2200","2007","Basel Masters 250","S","Ivo Karlovic","Roger Federer","L","6-7, 6-7","0","2","6-7","6-7","","",""
"2201","2007","Montreal Masters 1000","R32","Ivo Karlovic","Roger Federer","L","6-7, 6-7","0","2","6-7","6-7","","",""
"2202","2004","Gstaad Masters 250","R16","Ivo Karlovic","Roger Federer","L","7-6, 3-6, 6-7","1","2","7-6","3-6","6-7","",""
"2203","2004","Wimbledon","R16","Ivo Karlovic","Roger Federer","L","3-6, 6-7, 6-7","0","3","3-6","6-7","6-7","",""
"2204","2013","Metz Masters 250","R32","Ivo Karlovic","Sam Querrey","L","6-4, 6-7, 4-6","1","2","6-4","6-7","4-6","",""
"2205","2013","Indian Wells Masters 1000","R64","Ivo Karlovic","Sam Querrey","L","3-6, 4-6","0","2","3-6","4-6","","",""
"2206","2008","US Open","R32","Ivo Karlovic","Sam Querrey","L","6-7, 6-7, 2-6","0","3","6-7","6-7","2-6","",""
"2207","2008","Nottingham Masters 250","R16","Ivo Karlovic","Sam Querrey","W","7-6(3), 7-6(14)","2","0","7-6","7-6","","",""
"2208","2007","Indianapolis Masters 250","R16","Ivo Karlovic","Sam Querrey","L","7-5, 5-7, 6-7","1","2","7-5","5-7","6-7","",""
"2209","2007","Memphis Masters 500","R32","Ivo Karlovic","Sam Querrey","L","3-6, 2-6","0","2","3-6","2-6","","",""
"2210","2015","Basel Masters 500","R32","Ivo Karlovic","Stan Wawrinka","W","3-6, 7-6, 6-4","2","1","3-6","7-6","6-4","",""
"2211","2015","Cincinnati Masters 1000","R16","Ivo Karlovic","Stan Wawrinka","L","7-6, 6-7, 6-7","1","2","7-6","6-7","6-7","",""
"2212","2014","Indian Wells Masters 1000","R64","Ivo Karlovic","Stan Wawrinka","L","3-6, 5-7","0","2","3-6","5-7","","",""
"2213","2013","US Open","R64","Ivo Karlovic","Stan Wawrinka","L","5-7, 6-7, 4-6","0","3","5-7","6-7","4-6","",""
"2214","2007","Nottingham Masters 250","R32","Ivo Karlovic","Stan Wawrinka","W","6-3, 7-6(3)","2","0","6-3","7-6","","",""
"2215","2006","Wimbledon","R128","Ivo Karlovic","Stan Wawrinka","L","6-7, 6-3, 2-6, 7-6, 9-11","2","3","6-7","6-3","2-6","7-6","9-11"
"2216","2006","Barcelona Masters 500","Q","Ivo Karlovic","Stan Wawrinka","L","6-4, 3-6, 4-6","1","2","6-4","3-6","4-6","",""
"2217","2015","Indian Wells Masters 1000","R64","Ivo Karlovic","Steve Johnson","L","3-6, 6-7","0","2","3-6","6-7","","",""
"2218","2015","Delray Beach Masters 250","Q","Ivo Karlovic","Steve Johnson","W","6-2, 7-6(4)","2","0","6-2","7-6","","",""
"2219","2014","Washington Masters 500","R16","Ivo Karlovic","Steve Johnson","L","6-3, 6-7, 6-7","1","2","6-3","6-7","6-7","",""
"2220","2013","San Jose Masters 250","R32","Ivo Karlovic","Steve Johnson","L","7-6, 4-6, 6-7","1","2","7-6","4-6","6-7","",""
"2221","2015","Halle Masters 500","Q","Ivo Karlovic","Tomas Berdych","W","7-5, 6-7, 6-3","2","1","7-5","6-7","6-3","",""
"2222","2014","Shanghai Masters 1000","R16","Ivo Karlovic","Tomas Berdych","L","3-6, 4-6","0","2","3-6","4-6","","",""
"2223","2014","Doha Masters 250","R32","Ivo Karlovic","Tomas Berdych","W","7-6(7), 7-6(4)","2","0","7-6","7-6","","",""
"2224","2013","Basel Masters 500","R32","Ivo Karlovic","Tomas Berdych","W","4-6, 7-6(4), 7-6(2)","2","1","4-6","7-6","7-6","",""
"2225","2011","Montreal Masters 1000","R16","Ivo Karlovic","Tomas Berdych","L","3-6, 6-7","0","2","3-6","6-7","","",""
"2226","2008","Rotterdam Masters 500","R16","Ivo Karlovic","Tomas Berdych","W","6-4, 6-4","2","0","6-4","6-4","","",""
"2227","2007","Basel Masters 250","Q","Ivo Karlovic","Tomas Berdych","W","6-7(5), 7-6(2), 7-6(13)","2","1","6-7","7-6","7-6","",""
"2228","2007","Bangkok Masters 250","Q","Ivo Karlovic","Tomas Berdych","L","5-7, 4-6","0","2","5-7","4-6","","",""
"2229","2016","Auckland Masters 250","R32","Ivo Karlovic","Vasek Pospisil","L","6-7, 5-7","0","2","6-7","5-7","","",""
"2230","2013","Basel Masters 500","R16","Ivo Karlovic","Vasek Pospisil","L","3-6, 4-6","0","2","3-6","4-6","","",""
"2231","2013","Newport Masters 250","R16","Ivo Karlovic","Vasek Pospisil","W","6-4, 1-6, 6-3","2","1","6-4","1-6","6-3","",""
"2232","2014","Stockholm Masters 250","R16","Jack Sock","Jeremy Chardy","W","7-6(3), 6-3","2","0","7-6","6-3","","",""
"2233","2015","Madrid Masters 1000","R32","Jack Sock","Jo-Wilfried Tsonga","L","3-6, 6-1, 6-7","1","2","3-6","6-1","6-7","",""
"2234","2016","Madrid Masters 1000","R16","Jack Sock","Joao Sousa","L","1-6, 7-6, 2-6","1","2","1-6","7-6","2-6","",""
"2235","2016","Houston Masters 250","S","Jack Sock","John Isner","W","7-6, 6-3","2","0","7-6","6-3","","",""
"2236","2015","Basel Masters 500","R16","Jack Sock","John Isner","W","7-6, 6-3","2","0","7-6","6-3","","",""
"2237","2014","Atlanta Masters 250","S","Jack Sock","John Isner","L","5-7, 4-6","0","2","5-7","4-6","","",""
"2238","2014","Newport Masters 250","Q","Jack Sock","John Isner","W","6-4, 7-6(4)","2","0","6-4","7-6","","",""
"2239","2014","Nice Masters 250","R16","Jack Sock","John Isner","L","4-6, 3-6","0","2","4-6","3-6","","",""
"2240","2013","Houston Masters 250","R16","Jack Sock","John Isner","L","5-7, 7-6, 6-7","1","2","5-7","7-6","6-7","",""
"2241","2012","Atlanta Masters 250","Q","Jack Sock","John Isner","L","6-7, 4-6","0","2","6-7","4-6","","",""
"2242","2014","Shanghai Masters 1000","R32","Jack Sock","Kei Nishikori","W","7-6(5), 6-4","2","0","7-6","6-4","","",""
"2243","2013","Washington Masters 500","R32","Jack Sock","Kei Nishikori","L","5-7, 2-6","0","2","5-7","2-6","","",""
"2244","2016","Auckland Masters 250","Q","Jack Sock","Kevin Anderson","W","1-6, 6-4, 6-4","2","1","1-6","6-4","6-4","",""
