"Year","Tournament","Round","Player_1","Player_2","W/L_P1","Result","Sets_P1","Sets_P2"
"2015","US Open","R16","Roberto Bautista Agut","Novak Djokovic","L","3-6, 6-4, 4-6, 3-6","1","3"
"2014","Dubai Masters 500","R16","Roberto Bautista Agut","Novak Djokovic","L","1-6, 3-6","0","2"
"2013","Dubai Masters 500","R16","Roberto Bautista Agut","Novak Djokovic","L","1-6, 6-7","0","2"
"2016","Monte Carlo Masters 1000","R16","Roberto Bautista Agut","Roger Federer","L","2-6, 4-6","0","2"
"2015","Cincinnati Masters 1000","R32","Roberto Bautista Agut","Roger Federer","L","4-6, 4-6","0","2"
"2015","Wimbledon","R16","Roberto Bautista Agut","Roger Federer","L","2-6, 2-6, 3-6","0","3"
"2014","Shanghai Masters 1000","R16","Roberto Bautista Agut","Roger Federer","L","4-6, 2-6","0","2"
"2014","US Open","R16","Roberto Bautista Agut","Roger Federer","L","4-6, 3-6, 2-6","0","3"
"2015","Munich Masters 250","S","Roberto Bautista Agut","Andy Murray","L","4-6, 4-6","0","2"
"2014","Wimbledon","R32","Roberto Bautista Agut","Andy Murray","L","2-6, 3-6, 2-6","0","3"
"2014","Madrid Masters 1000","S","Roberto Bautista Agut","Rafael Nadal","L","4-6, 3-6","0","2"
"2016","Miami Masters 1000","R16","Roberto Bautista Agut","Kei Nishikori","L","2-6, 4-6","0","2"
"2015","Madrid Masters 1000","R16","Roberto Bautista Agut","Kei Nishikori","L","3-6, 3-6","0","2"
"2015","Barcelona Masters 500","Q","Roberto Bautista Agut","Kei Nishikori","L","2-6, 6-3, 1-6","1","2"
"2014","Barcelona Masters 500","R32","Roberto Bautista Agut","Kei Nishikori","L","1-6, 6-4, 3-6","1","2"
"2016","Miami Masters 1000","R32","Roberto Bautista Agut","Jo-Wilfried Tsonga","W","2-6, 6-3, 7-6","2","1"
"2016","Auckland Masters 250","S","Roberto Bautista Agut","Jo-Wilfried Tsonga","W","3-6, 7-6, 6-4","2","1"
"2015","Paris Masters 1000","R32","Roberto Bautista Agut","Jo-Wilfried Tsonga","L","2-6, 2-6","0","2"
"2015","Montreal Masters 1000","R32","Roberto Bautista Agut","Jo-Wilfried Tsonga","L","7-5, 6-7, 5-7","1","2"
"2016","Australian Open","R16","Roberto Bautista Agut","Tomas Berdych","L","6-4, 4-6, 3-6, 6-1, 3-6","2","3"
"2015","Monte Carlo Masters 1000","R16","Roberto Bautista Agut","Tomas Berdych","L","6-7, 4-6","0","2"
"2014","Roland Garros","R32","Roberto Bautista Agut","Tomas Berdych","L","1-6, 2-6, 7-6, 4-6","1","3"
"2014","Indian Wells Masters 1000","R64","Roberto Bautista Agut","Tomas Berdych","W","4-6, 6-2, 6-4","2","1"
"2013","Bangkok Masters 250","R16","Roberto Bautista Agut","Tomas Berdych","L","3-6, 3-6","0","2"
"2013","Chennai Masters 250","Q","Roberto Bautista Agut","Tomas Berdych","W","7-5, 2-6, 6-3","2","1"
"2013","Chennai Masters 250","Q","Roberto Bautista Agut","Tomas Berdych","W","7-5, 2-6, 6-3","2","1"
"2013","US Open","R64","Roberto Bautista Agut","David Ferrer","L","3-6, 7-6, 1-6, 2-6","1","3"
"2013","Wimbledon","R64","Roberto Bautista Agut","David Ferrer","L","3-6, 6-3, 6-7, 5-7","1","3"
"2015","Shanghai Masters 1000","R32","Roberto Bautista Agut","Milos Raonic","L","4-6, 7-6, 6-7","1","2"
"2015","St. Petersburg Masters 250","S","Roberto Bautista Agut","Milos Raonic","L","2-6, 6-7","0","2"
"2014","Paris Masters 1000","R16","Roberto Bautista Agut","Milos Raonic","L","5-7, 6-7","0","2"
"2016","Australian Open","R32","Roberto Bautista Agut","Marin Cilic","W","6-4, 7-6, 7-5","3","0"
"2015","Moscow Masters 250","F","Roberto Bautista Agut","Marin Cilic","L","4-6, 4-6","0","2"
"2014","Moscow Masters 250","F","Roberto Bautista Agut","Marin Cilic","L","4-6, 4-6","0","2"
"2015","Tokyo Masters 500","R32","Roberto Bautista Agut","Richard Gasquet","W","6-4, 6-1","2","0"
"2015","Dubai Masters 500","R16","Roberto Bautista Agut","Richard Gasquet","L","4-6, 6-3, 6-7","1","2"
"2014","Paris Masters 1000","R32","Roberto Bautista Agut","Richard Gasquet","W","6-4, 6-2","2","0"
"2015","US Open","R32","Roberto Bautista Agut","David Goffin","W","2-6, 5-7, 6-3, 3-1 RET","2","2"
"2013","Dubai Masters 500","R32","Roberto Bautista Agut","David Goffin","W","6-2, 7-5","2","0"
"2015","Marseille Masters 250","S","Roberto Bautista Agut","Gael Monfils","L","4-6, 2-6","0","2"
"2015","Rotterdam Masters 500","R16","Roberto Bautista Agut","Gael Monfils","L","5-7, 6-7","0","2"
"2014","Cincinnati Masters 1000","R32","Roberto Bautista Agut","Gael Monfils","L","4-6, 1-6","0","2"
"2015","Dubai Masters 500","R32","Roberto Bautista Agut","Dominic Thiem","W","6-3, 6-2","2","0"
"2015","Marseille Masters 250","Q","Roberto Bautista Agut","Dominic Thiem","W","7-6(7), 6-3","2","0"
"2015","Australian Open","R128","Roberto Bautista Agut","Dominic Thiem","W","4-6, 6-2, 6-3, 7-6(5)","3","1"
"2016","Auckland Masters 250","Q","Roberto Bautista Agut","John Isner","W","7-5, 2-6, 6-3","2","1"
"2014","Auckland Masters 250","S","Roberto Bautista Agut","John Isner","L","6-3, 6-7, 4-6","1","2"
"2013","Beijing Masters 500","R16","Roberto Bautista Agut","John Isner","L","2-6, 7-6, 4-6","1","2"
"2016","Australian Open","R16","Gilles Simon","Novak Djokovic","L","3-6, 7-6, 4-6, 6-4, 3-6","2","3"
"2015","Paris Masters 1000","R16","Gilles Simon","Novak Djokovic","L","3-6, 5-7","0","2"
"2014","Cincinnati Masters 1000","R32","Gilles Simon","Novak Djokovic","L","3-6, 6-4, 4-6","1","2"
"2014","Wimbledon","R32","Gilles Simon","Novak Djokovic","L","4-6, 2-6, 4-6","0","3"
"2010","Beijing Masters 500","Q","Gilles Simon","Novak Djokovic","L","3-6, 2-6","0","2"
"2009","Shanghai Masters 1000","Q","Gilles Simon","Novak Djokovic","L","3-6, 6-2, 2-6","1","2"
"2009","Cincinnati Masters 1000","Q","Gilles Simon","Novak Djokovic","L","4-6, 5-7","0","2"
"2009","Dubai Masters 500","S","Gilles Simon","Novak Djokovic","L","6-3, 5-7, 5-7","1","2"
"2008","ATP WT Finals","S","Gilles Simon","Novak Djokovic","L","6-4, 3-6, 5-7","1","2"
"2008","Marseille Masters 250","R16","Gilles Simon","Novak Djokovic","W","6-2, 6-7(6), 6-3","2","1"
"2015","Wimbledon","Q","Gilles Simon","Roger Federer","L","3-6, 5-7, 2-6","0","3"
"2014","Shanghai Masters 1000","F","Gilles Simon","Roger Federer","L","6-7, 6-7","0","2"
"2013","Roland Garros","R16","Gilles Simon","Roger Federer","L","1-6, 6-4, 6-2, 2-6, 3-6","2","3"
"2013","Rome Masters 1000","R16","Gilles Simon","Roger Federer","L","1-6, 2-6","0","2"
"2011","Miami Masters 1000","Q","Gilles Simon","Roger Federer","L","0-3 RET","0","1"
"2011","Australian Open","R64","Gilles Simon","Roger Federer","L","2-6, 3-6, 6-4, 6-4, 3-6","2","3"
"2008","ATP WT Finals","RR","Gilles Simon","Roger Federer","W","4-6, 6-4, 6-3","2","1"
"2008","Toronto Masters 1000","R32","Gilles Simon","Roger Federer","W","2-6, 7-5, 6-4","2","1"
"2016","Madrid Masters 1000","R16","Gilles Simon","Andy Murray","L","4-6, 2-6","0","2"
"2015","Rotterdam Masters 500","Q","Gilles Simon","Andy Murray","W","6-4, 6-2","2","0"
"2014","Acapulco Masters 500","Q","Gilles Simon","Andy Murray","L","6-1, 6-7, 2-6","1","2"
"2013","Madrid Masters 1000","R16","Gilles Simon","Andy Murray","L","6-2, 4-6, 6-7","1","2"
"2013","Australian Open","R16","Gilles Simon","Andy Murray","L","3-6, 1-6, 3-6","0","3"
"2012","Miami Masters 1000","R16","Gilles Simon","Andy Murray","L","3-6, 4-6","0","2"
"2011","Bangkok Masters 250","S","Gilles Simon","Andy Murray","L","2-6, 6-3, 2-6","1","2"
"2011","Cincinnati Masters 1000","Q","Gilles Simon","Andy Murray","L","3-6, 3-6","0","2"
"2011","Madrid Masters 1000","R32","Gilles Simon","Andy Murray","L","4-6, 6-3, 0-6","1","2"
"2011","Monte Carlo Masters 1000","R16","Gilles Simon","Andy Murray","L","3-6, 3-6","0","2"
"2010","Wimbledon","R32","Gilles Simon","Andy Murray","L","1-6, 4-6, 4-6","0","3"
"2008","ATP WT Finals","RR","Gilles Simon","Andy Murray","L","4-6, 2-6","0","2"
"2008","Madrid Masters 1000","F","Gilles Simon","Andy Murray","L","4-6, 6-7","0","2"
"2008","Hamburg Masters 1000","R32","Gilles Simon","Andy Murray","L","3-6, 3-6","0","2"
"2007","Rome Masters 1000","R64","Gilles Simon","Andy Murray","W","6-1, 1-6, 6-3","2","1"
"2016","Monte Carlo Masters 1000","R16","Gilles Simon","Stan Wawrinka","L","1-6, 2-6","0","2"
"2015","Roland Garros","R16","Gilles Simon","Stan Wawrinka","L","1-6, 4-6, 2-6","0","3"
"2014","Shanghai Masters 1000","R32","Gilles Simon","Stan Wawrinka","W","5-7, 7-5, 6-4","2","1"
"2012","Roland Garros","R32","Gilles Simon","Stan Wawrinka","L","5-7, 7-6, 7-6, 3-6, 2-6","2","3"
"2012","Indian Wells Masters 1000","R32","Gilles Simon","Stan Wawrinka","W","6-4, 6-4","2","0"
"2010","Shanghai Masters 1000","R64","Gilles Simon","Stan Wawrinka","L","4-6, 1-6","0","2"
"2015","Indian Wells Masters 1000","R16","Gilles Simon","Rafael Nadal","L","2-6, 4-6","0","2"
"2014","Rome Masters 1000","R32","Gilles Simon","Rafael Nadal","L","6-7, 7-6, 2-6","1","2"
"2012","Monte Carlo Masters 1000","S","Gilles Simon","Rafael Nadal","L","3-6, 4-6","0","2"
"2010","US Open","R32","Gilles Simon","Rafael Nadal","L","4-6, 4-6, 2-6","0","3"
"2009","Australian Open","Q","Gilles Simon","Rafael Nadal","L","2-6, 5-7, 5-7","0","3"
"2008","Madrid Masters 1000","S","Gilles Simon","Rafael Nadal","W","3-6, 7-5, 7-6(6)","2","1"
"2008","Australian Open","R32","Gilles Simon","Rafael Nadal","L","5-7, 2-6, 3-6","0","3"
"2006","Marseille Masters 250","R16","Gilles Simon","Rafael Nadal","L","5-7, 4-6","0","2"
"2012","Paris Masters 1000","R16","Gilles Simon","Kei Nishikori","W","WO","0","0"
"2015","Metz Masters 250","F","Gilles Simon","Jo-Wilfried Tsonga","L","6-7, 6-1, 2-6","1","2"
"2014","Australian Open","R32","Gilles Simon","Jo-Wilfried Tsonga","L","6-7, 4-6, 2-6","0","3"
"2013","Metz Masters 250","F","Gilles Simon","Jo-Wilfried Tsonga","W","6-4, 6-3","2","0"
"2013","Marseille Masters 250","S","Gilles Simon","Jo-Wilfried Tsonga","L","2-6, 2-6","0","2"
"2012","Monte Carlo Masters 1000","Q","Gilles Simon","Jo-Wilfried Tsonga","W","7-5, 6-4","2","0"
"2010","Montpellier Masters 250","Q","Gilles Simon","Jo-Wilfried Tsonga","L","3-6, 7-6, 3-6","1","2"
"2009","Paris Masters 1000","R16","Gilles Simon","Jo-Wilfried Tsonga","L","2-6, 3-6","0","2"
"2009","Montreal Masters 1000","R16","Gilles Simon","Jo-Wilfried Tsonga","L","3-6, 3-6","0","2"
"2009","Miami Masters 1000","R16","Gilles Simon","Jo-Wilfried Tsonga","L","7-6, 3-6, 2-6","1","2"
"2008","Rome Masters 1000","R64","Gilles Simon","Jo-Wilfried Tsonga","W","6-2, 4-6, 7-6(6)","2","1"
"2015","Shanghai Masters 1000","R16","Gilles Simon","Tomas Berdych","L","3-6, 3-6","0","2"
"2015","Wimbledon","R16","Gilles Simon","Tomas Berdych","W","6-3, 6-3, 6-2","3","0"
"2015","Rotterdam Masters 500","S","Gilles Simon","Tomas Berdych","L","2-6, 1-6","0","2"
"2014","Shanghai Masters 1000","Q","Gilles Simon","Tomas Berdych","W","7-6(4), 4-6, 6-0","2","1"
"2013","Bangkok Masters 250","S","Gilles Simon","Tomas Berdych","L","7-6, 2-6, 5-7","1","2"
"2012","Paris Masters 1000","Q","Gilles Simon","Tomas Berdych","W","6-4, 6-4","2","0"
"2009","Valencia Masters 500","R16","Gilles Simon","Tomas Berdych","W","6-4, 4-6, 6-3","2","1"
"2009","Shanghai Masters 1000","R16","Gilles Simon","Tomas Berdych","W","6-3, 6-4","2","0"
"2008","Sydney Masters 250","R16","Gilles Simon","Tomas Berdych","L","6-7, 2-6","0","2"
"2006","Monte Carlo Masters 1000","R32","Gilles Simon","Tomas Berdych","W","7-6(2), 6-7(5), 6-4","2","1"
"2006","Australian Open","R64","Gilles Simon","Tomas Berdych","W","6-3, 6-2, 4-6, 6-2","3","1"
"2015","Monte Carlo Masters 1000","R16","Gilles Simon","David Ferrer","L","2-6, 7-6, 1-6","1","2"
"2015","Miami Masters 1000","R16","Gilles Simon","David Ferrer","L","6-7, 0-6","0","2"
"2015","Australian Open","R32","Gilles Simon","David Ferrer","L","2-6, 5-7, 7-5, 6-7","1","3"
"2014","US Open","R32","Gilles Simon","David Ferrer","W","6-3, 3-6, 6-1, 6-3","3","1"
"2013","Paris Masters 1000","R16","Gilles Simon","David Ferrer","L","2-6, 3-6","0","2"
"2012","Rome Masters 1000","R16","Gilles Simon","David Ferrer","L","0-6, 6-7","0","2"
"2011","Cincinnati Masters 1000","R16","Gilles Simon","David Ferrer","W","6-4, 6-7(3), 6-4","2","1"
"2007","Bastad Masters 250","Q","Gilles Simon","David Ferrer","L","1-6, 0-6","0","2"
"2007","Monte Carlo Masters 1000","R64","Gilles Simon","David Ferrer","L","3-6, 1-6","0","2"
"2014","Tokyo Masters 500","S","Gilles Simon","Milos Raonic","L","1-6, 4-6","0","2"
"2014","Roland Garros","R32","Gilles Simon","Milos Raonic","L","6-4, 3-6, 6-2, 2-6, 5-7","2","3"
"2011","Estoril/Oeiras Masters 250","Q","Gilles Simon","Milos Raonic","L","6-7, 6-4, 3-6","1","2"
"2016","Miami Masters 1000","R32","Gilles Simon","Marin Cilic","W","6-3, 6-7, 6-3","2","1"
"2014","US Open","R16","Gilles Simon","Marin Cilic","L","7-5, 6-7, 4-6, 6-3, 3-6","2","3"
"2014","Australian Open","R64","Gilles Simon","Marin Cilic","W","4-6, 7-6(3), 6-7(5), 6-1, 6-2","3","2"
"2008","Toronto Masters 1000","Q","Gilles Simon","Marin Cilic","W","3-6, 6-2, 6-3","2","1"
"2007","Umag Masters 250","R16","Gilles Simon","Marin Cilic","W","7-5, 2-6, 6-3","2","1"
"2007","Wimbledon","R128","Gilles Simon","Marin Cilic","W","3-6, 7-5, 6-4, 4-6, 6-3","3","2"
"2012","Bangkok Masters 250","F","Gilles Simon","Richard Gasquet","L","2-6, 1-6","0","2"
"2011","Dubai Masters 500","Q","Gilles Simon","Richard Gasquet","L","7-5, 2-6, 4-6","1","2"
"2009","Sydney Masters 250","R16","Gilles Simon","Richard Gasquet","L","4-6, 4-6","0","2"
"2008","Wimbledon","R32","Gilles Simon","Richard Gasquet","L","3-6, 3-6, 7-6, 3-6","1","3"
"2006","US Open","R64","Gilles Simon","Richard Gasquet","L","0-6, 2-6, 3-6","0","3"
"2006","Nottingham Masters 250","Q","Gilles Simon","Richard Gasquet","L","3-6, 1-6","0","2"
"2016","Miami Masters 1000","Q","Gilles Simon","David Goffin","L","6-3, 2-6, 1-6","1","2"
"2015","Wimbledon","R32","Gilles Simon","Gael Monfils","W","3-6, 6-3, 7-6, 2-6, 6-2","3","2"
"2015","Marseille Masters 250","F","Gilles Simon","Gael Monfils","W","6-4, 1-6, 7-6(4)","2","1"
"2013","Australian Open","R32","Gilles Simon","Gael Monfils","W","6-4, 6-4, 4-6, 1-6, 8-6","3","2"
"2012","Bangkok Masters 250","Q","Gilles Simon","Gael Monfils","W","6-4, 6-1","2","0"
"2012","Montpellier Masters 250","S","Gilles Simon","Gael Monfils","L","6-4, 6-7, 4-6","1","2"
"2011","Hamburg Masters 500","Q","Gilles Simon","Gael Monfils","W","6-4, 3-6, 6-0","2","1"
"2009","Australian Open","R16","Gilles Simon","Gael Monfils","W","6-4, 2-6, 6-1 RET","2","1"
"2015","Rome Masters 1000","R32","Gilles Simon","Dominic Thiem","L","6-7, 0-2 RET","0","2"
"2014","Toronto Masters 1000","R64","Gilles Simon","Dominic Thiem","W","3-6, 6-4, 6-0","2","1"
"2014","Nice Masters 250","R16","Gilles Simon","Dominic Thiem","W","6-3, 4-6, 6-2","2","1"
"2014","Indian Wells Masters 1000","R64","Gilles Simon","Dominic Thiem","L","6-7, 2-6","0","2"
"2012","Indian Wells Masters 1000","Q","Gilles Simon","John Isner","L","3-6, 6-1, 5-7","1","2"
"2011","US Open","R16","Gilles Simon","John Isner","L","6-7, 6-3, 6-7, 6-7","1","3"
"2014","Tokyo Masters 500","R32","Gilles Simon","Roberto Bautista Agut","W","4-6, 7-6(7), 2-1 RET","2","1"
"2013","Monte Carlo Masters 1000","R64","Gilles Simon","Roberto Bautista Agut","L","3-6, 6-7","0","2"
"2013","Marseille Masters 250","R16","Gilles Simon","Roberto Bautista Agut","W","6-3, 6-1","2","0"
"2012","Miami Masters 1000","R64","Gilles Simon","Roberto Bautista Agut","W","6-4, 6-2","2","0"
"2015","Wimbledon","R16","Kevin Anderson","Novak Djokovic","L","7-6, 7-6, 1-6, 4-6, 5-7","2","3"
"2012","Indian Wells Masters 1000","R32","Kevin Anderson","Novak Djokovic","L","2-6, 3-6","0","2"
"2011","Wimbledon","R64","Kevin Anderson","Novak Djokovic","L","3-6, 4-6, 2-6","0","3"
"2011","Madrid Masters 1000","R32","Kevin Anderson","Novak Djokovic","L","3-6, 4-6","0","2"
"2011","Miami Masters 1000","Q","Kevin Anderson","Novak Djokovic","L","4-6, 2-6","0","2"
"2008","Miami Masters 1000","R64","Kevin Anderson","Novak Djokovic","W","7-6(1), 3-6, 6-4","2","1"
"2015","Cincinnati Masters 1000","R16","Kevin Anderson","Roger Federer","L","1-6, 1-6","0","2"
"2015","Rome Masters 1000","R16","Kevin Anderson","Roger Federer","L","3-6, 5-7","0","2"
"2014","Indian Wells Masters 1000","Q","Kevin Anderson","Roger Federer","L","5-7, 1-6","0","2"
"2013","Paris Masters 1000","R32","Kevin Anderson","Roger Federer","L","4-6, 4-6","0","2"
"2015","US Open","R16","Kevin Anderson","Andy Murray","W","7-6, 6-3, 6-7, 7-6","3","1"
"2015","Miami Masters 1000","R16","Kevin Anderson","Andy Murray","L","4-6, 6-3, 3-6","1","2"
"2014","Valencia Masters 500","Q","Kevin Anderson","Andy Murray","L","7-6, 4-6, 4-6","1","2"
"2014","Wimbledon","R16","Kevin Anderson","Andy Murray","L","4-6, 3-6, 6-7","0","3"
"2011","Montreal Masters 1000","R32","Kevin Anderson","Andy Murray","W","6-3, 6-1","2","0"
"2010","Australian Open","R128","Kevin Anderson","Andy Murray","L","1-6, 1-6, 2-6","0","3"
"2015","US Open","Q","Kevin Anderson","Stan Wawrinka","L","4-6, 4-6, 0-6","0","3"
"2014","Paris Masters 1000","R16","Kevin Anderson","Stan Wawrinka","W","6-7(2), 7-5, 7-6(3)","2","1"
"2014","Toronto Masters 1000","R16","Kevin Anderson","Stan Wawrinka","W","7-6(8), 7-5","2","0"
"2014","Indian Wells Masters 1000","R16","Kevin Anderson","Stan Wawrinka","W","7-6(1), 4-6, 6-1","2","1"
"2013","Shanghai Masters 1000","R32","Kevin Anderson","Stan Wawrinka","L","4-6, 6-3, 6-7","1","2"
"2011","Montreal Masters 1000","R16","Kevin Anderson","Stan Wawrinka","L","4-6, 6-4, 4-6","1","2"
"2010","Miami Masters 1000","R64","Kevin Anderson","Stan Wawrinka","L","4-6, 5-7","0","2"
"2015","Paris Masters 1000","R16","Kevin Anderson","Rafael Nadal","L","6-4, 6-7, 2-6","1","2"
"2015","Australian Open","R16","Kevin Anderson","Rafael Nadal","L","5-7, 1-6, 4-6","0","3"
"2010","Toronto Masters 1000","R16","Kevin Anderson","Rafael Nadal","L","2-6, 6-7","0","2"
"2015","Shanghai Masters 1000","R16","Kevin Anderson","Kei Nishikori","W","7-6, 7-6","2","0"
"2015","Acapulco Masters 500","S","Kevin Anderson","Kei Nishikori","L","2-6, 6-3, 3-6","1","2"
"2015","Memphis Masters 250","F","Kevin Anderson","Kei Nishikori","L","4-6, 4-6","0","2"
"2015","Shanghai Masters 1000","Q","Kevin Anderson","Jo-Wilfried Tsonga","L","6-7, 7-5, 4-6","1","2"
"2014","Rome Masters 1000","R32","Kevin Anderson","Jo-Wilfried Tsonga","L","6-7, 6-7","0","2"
"2014","Paris Masters 1000","Q","Kevin Anderson","Tomas Berdych","L","7-6, 4-6, 4-6","1","2"
"2014","Madrid Masters 1000","R32","Kevin Anderson","Tomas Berdych","L","1-6, 4-6","0","2"
"2014","Australian Open","R16","Kevin Anderson","Tomas Berdych","L","2-6, 2-6, 3-6","0","3"
"2013","Wimbledon","R32","Kevin Anderson","Tomas Berdych","L","6-3, 3-6, 4-6, 5-7","1","3"
"2013","Rome Masters 1000","R16","Kevin Anderson","Tomas Berdych","L","5-7, 2-6","0","2"
"2013","Madrid Masters 1000","R16","Kevin Anderson","Tomas Berdych","L","6-7, 5-7","0","2"
"2013","Indian Wells Masters 1000","Q","Kevin Anderson","Tomas Berdych","L","4-6, 4-6","0","2"
"2013","Australian Open","R16","Kevin Anderson","Tomas Berdych","L","3-6, 2-6, 6-7","0","3"
"2012","Paris Masters 1000","R16","Kevin Anderson","Tomas Berdych","L","6-1, 3-6, 4-6","1","2"
"2012","Roland Garros","R32","Kevin Anderson","Tomas Berdych","L","4-6, 6-3, 7-6, 4-6, 4-6","2","3"
"2012","Madrid Masters 1000","R32","Kevin Anderson","Tomas Berdych","L","4-6, 3-6","0","2"
"2012","Australian Open","R32","Kevin Anderson","Tomas Berdych","L","6-7, 6-7, 1-6","0","3"
"2014","Roland Garros","R16","Kevin Anderson","David Ferrer","L","3-6, 3-6, 7-6, 1-6","1","3"
"2014","Acapulco Masters 500","Q","Kevin Anderson","David Ferrer","W","2-6, 4-2 RET","1","1"
"2013","Roland Garros","R16","Kevin Anderson","David Ferrer","L","3-6, 1-6, 1-6","0","3"
"2013","Indian Wells Masters 1000","R64","Kevin Anderson","David Ferrer","W","3-6, 6-4, 6-3","2","1"
"2012","US Open","R128","Kevin Anderson","David Ferrer","L","4-6, 2-6, 6-7","0","3"
"2013","Roland Garros","R32","Kevin Anderson","Milos Raonic","W","7-5, 7-6(4), 6-3","3","0"
"2012","San Jose Masters 250","Q","Kevin Anderson","Milos Raonic","L","5-7, 6-7","0","2"
"2014","US Open","R32","Kevin Anderson","Marin Cilic","L","3-6, 6-3, 3-6, 4-6","1","3"
"2014","Delray Beach Masters 250","F","Kevin Anderson","Marin Cilic","L","6-7, 7-6, 4-6","1","2"
"2013","Rome Masters 1000","R32","Kevin Anderson","Marin Cilic","W","6-3, 7-6(7)","2","0"
"2013","Monte Carlo Masters 1000","R32","Kevin Anderson","Marin Cilic","L","2-6, 3-6","0","2"
"2011","Beijing Masters 500","Q","Kevin Anderson","Marin Cilic","L","6-7, 6-4, 1-6","1","2"
"2009","Australian Open","R128","Kevin Anderson","Marin Cilic","L","3-6, 2-6, 7-6, 3-6","1","3"
"2015","Roland Garros","R32","Kevin Anderson","Richard Gasquet","L","6-4, 6-7, 5-7, 4-6","1","3"
"2015","Australian Open","R32","Kevin Anderson","Richard Gasquet","W","6-4, 7-6(3), 7-6(6)","3","0"
"2014","Miami Masters 1000","R32","Kevin Anderson","Richard Gasquet","L","3-6, 4-6","0","2"
"2012","Paris Masters 1000","R32","Kevin Anderson","Richard Gasquet","W","7-6(5), 4-6, 6-1","2","1"
"2011","Paris Masters 1000","R32","Kevin Anderson","Richard Gasquet","L","4-6, 6-7","0","2"
"2011","Cincinnati Masters 1000","R32","Kevin Anderson","Richard Gasquet","L","6-7, 4-6","0","2"
