"Year","Tournament","Round","Player_1","Player_2","W/L_P1","Result","Sets_P1","Sets_P2"
"2016","Barcelona Masters 500","R32","Pablo Carreno Busta","Philipp Kohlschreiber","L","2-6, 1-6","0","2"
"2014","Auckland Masters 250","R32","Pablo Carreno Busta","Philipp Kohlschreiber","L","2-6, 6-3, 5-7","1","2"
"2015","Stockholm Masters 250","R32","Pablo Carreno Busta","Jack Sock","L","3-6, 7-6, 3-6","1","2"
"2015","Roland Garros","R64","Pablo Carreno Busta","Jack Sock","L","7-6, 6-7, 1-6, 6-7","1","3"
"2014","Rome Masters 1000","R64","Pablo Carreno Busta","Ivo Karlovic","L","6-3, 3-6, 6-7","1","2"
"2015","Winston-Salem Masters 250","R32","Pablo Carreno Busta","Joao Sousa","W","6-4, 6-4","2","0"
"2014","Miami Masters 1000","R128","Pablo Carreno Busta","Joao Sousa","L","4-6, 6-7","0","2"
"2013","Estoril/Oeiras Masters 250","Q","Pablo Carreno Busta","Fabio Fognini","W","3-6, 6-4, 6-4","2","1"
"2014","Valencia Masters 500","Q","Pablo Carreno Busta","Jeremy Chardy","L","1-6, 2-6","0","2"
"2014","Vina del Mar Masters 250","R16","Pablo Carreno Busta","Jeremy Chardy","L","3-6, 6-7","0","2"
"2016","Marrakech Masters 250","Q","Pablo Carreno Busta","Federico Delbonis","L","5-7, 2-6","0","2"
"2015","Kitzbuhel Masters 250","R32","Pablo Carreno Busta","Federico Delbonis","L","5-7, 4-6","0","2"
"2015","Buenos Aires Masters 250","R32","Pablo Carreno Busta","Federico Delbonis","L","6-7, 0-3 RET","0","2"
"2015","Auckland Masters 250","R16","Pablo Carreno Busta","Steve Johnson","L","7-6, 4-6, 1-6","1","2"
"2016","Madrid Masters 1000","R64","Pablo Carreno Busta","Grigor Dimitrov","W","7-6, 6-3","2","0"
"2015","Paris Masters 1000","R64","Pablo Carreno Busta","Grigor Dimitrov","L","4-6, 1-6","0","2"
"2014","Madrid Masters 1000","R64","Pablo Carreno Busta","Grigor Dimitrov","L","2-6, 4-6","0","2"
"2016","Quito Masters 250","Q","Pablo Carreno Busta","Thomaz Bellucci","L","6-7, 6-4, 2-6","1","2"
"2013","Barcelona Masters 500","R32","Pablo Carreno Busta","Thomaz Bellucci","L","7-6, 3-6, 5-7","1","2"
"2014","Barcelona Masters 500","R64","Pablo Carreno Busta","Andrey Kuznetsov","L","6-2, 1-6, 2-6","1","2"
"2015","Estoril Masters 250","Q","Pablo Carreno Busta","Gilles Muller","W","6-2, 6-4","2","0"
"2015","Australian Open","R128","Pablo Carreno Busta","Gilles Muller","L","4-6, 6-7, 6-7","0","3"
"2015","Auckland Masters 250","R32","Pablo Carreno Busta","Borna Coric","W","6-4, 6-3","2","0"
"2016","Australian Open","R128","Alexander Zverev","Andy Murray","L","1-6, 2-6, 3-6","0","3"
"2016","Indian Wells Masters 1000","R16","Alexander Zverev","Rafael Nadal","L","7-6, 0-6, 5-7","1","2"
"2016","Marseille Masters 250","R16","Alexander Zverev","Tomas Berdych","L","3-6, 6-3, 5-7","1","2"
"2015","Stockholm Masters 250","R16","Alexander Zverev","Tomas Berdych","L","3-6, 4-6","0","2"
"2014","Hamburg Masters 500","S","Alexander Zverev","David Ferrer","L","0-6, 1-6","0","2"
"2016","Montpellier Masters 250","R16","Alexander Zverev","Marin Cilic","W","7-6, 7-6","2","0"
"2015","Washington Masters 500","Q","Alexander Zverev","Marin Cilic","L","5-7, 6-7","0","2"
"2016","Munich Masters 250","Q","Alexander Zverev","David Goffin","W","6-3, 4-6, 6-3","2","1"
"2016","Rotterdam Masters 500","Q","Alexander Zverev","Gael Monfils","L","6-7, 3-6","0","2"
"2015","Marseille Masters 250","R32","Alexander Zverev","Gael Monfils","L","1-6, 6-7","0","2"
"2016","Munich Masters 250","S","Alexander Zverev","Dominic Thiem","L","6-4, 2-6, 3-6","1","2"
"2015","Rotterdam Masters 500","R32","Alexander Zverev","Roberto Bautista Agut","L","4-6, 1-6","0","2"
"2013","Hamburg Masters 500","R64","Alexander Zverev","Roberto Bautista Agut","L","3-6, 2-6","0","2"
"2016","Indian Wells Masters 1000","R32","Alexander Zverev","Gilles Simon","W","6-2, 6-2","2","0"
"2016","Rotterdam Masters 500","R16","Alexander Zverev","Gilles Simon","W","7-5, 3-6, 7-6","2","1"
"2015","Washington Masters 500","R32","Alexander Zverev","Kevin Anderson","W","2-6, 6-3, 6-4","2","1"
"2015","Stuttgart Masters 250","R16","Alexander Zverev","Viktor Troicki","L","3-6, 7-6, 3-6","1","2"
"2015","US Open","R128","Alexander Zverev","Philipp Kohlschreiber","L","7-6, 2-6, 0-6, 6-2, 4-6","2","3"
"2015","Munich Masters 250","R16","Alexander Zverev","Philipp Kohlschreiber","L","2-6, 4-6","0","2"
"2015","Washington Masters 500","R16","Alexander Zverev","Alexandr Dolgopolov","W","2-6, 6-2, 6-4","2","1"
"2015","Halle Masters 500","R16","Alexander Zverev","Ivo Karlovic","L","7-6, 3-6, 3-6","1","2"
"2015","Kuala Lumpur Masters 250","R32","Alexander Zverev","Jeremy Chardy","L","6-3, 3-6, 2-6","1","2"
"2016","Miami Masters 1000","R64","Alexander Zverev","Steve Johnson","L","6-7, 6-7","0","2"
"2016","Rome Masters 1000","R64","Alexander Zverev","Grigor Dimitrov","W","6-1, 6-4","2","0"
"2016","Indian Wells Masters 1000","R64","Alexander Zverev","Grigor Dimitrov","W","6-4, 3-6, 7-5","2","1"
"2014","Basel Masters 500","R32","Alexander Zverev","Grigor Dimitrov","L","6-2, 4-6, 2-6","1","2"
"2016","Barcelona Masters 500","R32","Alexander Zverev","Thomaz Bellucci","W","6-3, 6-7, 7-5","2","1"
"2015","Bastad Masters 250","Q","Alexander Zverev","Thomaz Bellucci","W","5-7, 6-4, 6-2","2","1"
"2015","Nottingham Masters 250","R32","Alexander Zverev","Thomaz Bellucci","W","6-7, 6-3, 6-4","2","1"
"2015","Nottingham Masters 250","R16","Alexander Zverev","Marcos Baghdatis","L","3-6, 3-6","0","2"
"2015","Cincinnati Masters 1000","R64","Alexander Zverev","Borna Coric","L","5-7, 6-3, 6-7","1","2"
"2015","Shanghai Masters 1000","R32","Martin Klizan","Novak Djokovic","L","2-6, 1-6","0","2"
"2015","Miami Masters 1000","R64","Martin Klizan","Novak Djokovic","L","0-6, 7-5, 1-6","1","2"
"2010","Casablanca Masters 250","R16","Martin Klizan","Stan Wawrinka","L","4-6, 6-0, 4-6","1","2"
"2014","Beijing Masters 500","Q","Martin Klizan","Rafael Nadal","W","6-7(7), 6-4, 6-3","2","1"
"2014","Wimbledon","R128","Martin Klizan","Rafael Nadal","L","6-4, 3-6, 3-6, 3-6","1","3"
"2013","Roland Garros","R64","Martin Klizan","Rafael Nadal","L","6-4, 3-6, 3-6, 3-6","1","3"
"2015","Barcelona Masters 500","S","Martin Klizan","Kei Nishikori","L","1-6, 2-6","0","2"
"2014","Roland Garros","R128","Martin Klizan","Kei Nishikori","W","7-6(4), 6-1, 6-2","3","0"
"2012","US Open","R64","Martin Klizan","Jo-Wilfried Tsonga","W","6-4, 1-6, 6-1, 6-3","3","1"
"2014","Beijing Masters 500","S","Martin Klizan","Tomas Berdych","L","4-6, 1-6","0","2"
"2014","US Open","R64","Martin Klizan","Tomas Berdych","L","3-6, 6-4, 2-6, 6-3, 3-6","2","3"
"2013","Wimbledon","R128","Martin Klizan","Tomas Berdych","L","3-6, 4-6, 4-6","0","3"
"2014","Shanghai Masters 1000","R32","Martin Klizan","David Ferrer","L","6-4, 6-7, 4-6","1","2"
"2012","Valencia Masters 500","R32","Martin Klizan","Marin Cilic","L","6-1, 0-6, 3-6","1","2"
"2012","Shanghai Masters 1000","R32","Martin Klizan","Marin Cilic","L","5-7, 1-6","0","2"
"2012","US Open","R16","Martin Klizan","Marin Cilic","L","5-7, 4-6, 0-6","0","3"
"2014","Eastbourne Masters 250","Q","Martin Klizan","Richard Gasquet","L","3-6, 4-6","0","2"
"2013","Montreal Masters 1000","R32","Martin Klizan","Richard Gasquet","L","3-6, 2-6","0","2"
"2016","Rotterdam Masters 500","F","Martin Klizan","Gael Monfils","W","6-7, 6-3, 6-1","2","1"
"2007","Washington Masters 250","R32","Martin Klizan","Gael Monfils","L","6-7, 4-6","0","2"
"2015","Cincinnati Masters 1000","R64","Martin Klizan","Dominic Thiem","W","7-6, 3-6, 7-6","2","1"
"2012","Kitzbuhel Masters 250","R32","Martin Klizan","Dominic Thiem","W","6-1, 3-6, 7-5","2","1"
"2014","Australian Open","R128","Martin Klizan","John Isner","W","6-2, 7-6(6) RET","2","0"
"2012","Winston-Salem Masters 250","R32","Martin Klizan","John Isner","L","6-4, 3-6, 5-7","1","2"
"2016","Rotterdam Masters 500","Q","Martin Klizan","Roberto Bautista Agut","W","6-7, 7-6, 6-0","2","1"
"2016","Australian Open","R128","Martin Klizan","Roberto Bautista Agut","L","2-6, 3-6, 6-4, 6-2, 2-6","2","3"
"2014","Cincinnati Masters 1000","R64","Martin Klizan","Roberto Bautista Agut","L","2-6, 6-4, 5-7","1","2"
"2013","Winston-Salem Masters 250","R32","Martin Klizan","Roberto Bautista Agut","L","4-6, 1-6","0","2"
"2013","Stuttgart Masters 250","R16","Martin Klizan","Roberto Bautista Agut","L","7-6, 1-6, 4-6","1","2"
"2015","Metz Masters 250","S","Martin Klizan","Gilles Simon","L","4-6, 4-6","0","2"
"2015","Roland Garros","R64","Martin Klizan","Gilles Simon","L","5-7, 2-6, 3-6","0","3"
"2014","Hamburg Masters 500","R32","Martin Klizan","Gilles Simon","L","WO","0","0"
"2013","Rotterdam Masters 500","Q","Martin Klizan","Gilles Simon","L","7-6, 3-6, 0-3 RET","1","2"
"2014","Valencia Masters 500","R16","Martin Klizan","Kevin Anderson","L","WO","0","0"
"2013","Casablanca Masters 250","S","Martin Klizan","Kevin Anderson","L","6-2, 4-6, 2-6","1","2"
"2011","Valencia Masters 500","R32","Martin Klizan","Kevin Anderson","L","1-6, 4-6","0","2"
"2016","Dubai Masters 500","R32","Martin Klizan","Nick Kyrgios","L","6-3, 3-6, 2-6","1","2"
"2012","Winston-Salem Masters 250","R64","Martin Klizan","Benoit Paire","W","6-2, 7-6(4)","2","0"
"2014","Nice Masters 250","R32","Martin Klizan","Bernard Tomic","W","4-6, 6-3, 6-4","2","1"
"2013","Marseille Masters 250","R32","Martin Klizan","Bernard Tomic","L","6-4, 3-6, 6-7","1","2"
"2016","Sofia Masters 250","S","Martin Klizan","Viktor Troicki","L","6-4, 3-6, 5-7","1","2"
"2015","Monte Carlo Masters 1000","R64","Martin Klizan","Viktor Troicki","L","6-7, 7-5, 2-6","1","2"
"2015","Sydney Masters 250","R32","Martin Klizan","Viktor Troicki","L","2-6, 3-6","0","2"
"2014","Shenzhen Masters 250","R32","Martin Klizan","Viktor Troicki","L","7-5, 1-6, 0-3 RET","1","2"
"2013","Eastbourne Masters 250","R32","Martin Klizan","Viktor Troicki","W","6-3, 6-2","2","0"
"2012","Wimbledon","R64","Martin Klizan","Viktor Troicki","L","4-6, 6-4, 7-5, 6-7, 4-6","2","3"
"2013","Barcelona Masters 500","R16","Martin Klizan","Philipp Kohlschreiber","L","6-1, 6-7, 6-7","1","2"
"2015","Rome Masters 1000","R64","Martin Klizan","Alexandr Dolgopolov","L","4-6, 1-6","0","2"
"2015","Brisbane Masters 250","R16","Martin Klizan","Alexandr Dolgopolov","W","1-6, 7-6(6), 7-6(7)","2","1"
"2010","Casablanca Masters 250","R32","Martin Klizan","Alexandr Dolgopolov","W","4-6, 6-1, 7-5","2","1"
"2015","Cincinnati Masters 1000","R32","Martin Klizan","Ivo Karlovic","L","3-6, 6-7","0","2"
"2015","Australian Open","R64","Martin Klizan","Joao Sousa","L","6-4, 6-7, 4-6, 0-1 RET","1","3"
"2015","Beijing Masters 500","R32","Martin Klizan","Fabio Fognini","L","2-6, 1-6","0","2"
"2014","Munich Masters 250","F","Martin Klizan","Fabio Fognini","W","2-6, 6-1, 6-2","2","1"
"2013","Valencia Masters 500","R32","Martin Klizan","Fabio Fognini","L","5-7, 6-3, 0-6","1","2"
"2013","Umag Masters 250","Q","Martin Klizan","Fabio Fognini","L","4-6, 2-6","0","2"
"2013","Eastbourne Masters 250","R16","Martin Klizan","Fabio Fognini","L","7-6, 2-6, 2-6","1","2"
"2012","St. Petersburg Masters 250","F","Martin Klizan","Fabio Fognini","W","6-2, 6-3","2","0"
"2015","US Open","R64","Martin Klizan","Jeremy Chardy","L","5-7, 4-6, 6-7","0","3"
"2012","US Open","R32","Martin Klizan","Jeremy Chardy","W","6-4, 6-4, 6-4","3","0"
"2015","Rio de Janeiro Masters 500","R16","Martin Klizan","Federico Delbonis","L","2-6, 1-6","0","2"
"2014","Winston-Salem Masters 250","R64","Martin Klizan","Federico Delbonis","L","6-7, 4-6","0","2"
"2014","Eastbourne Masters 250","R32","Martin Klizan","Federico Delbonis","W","6-4, 6-4","2","0"
"2015","Valencia Masters 250","R32","Martin Klizan","Steve Johnson","L","3-6, 4-6","0","2"
"2015","Brisbane Masters 250","Q","Martin Klizan","Grigor Dimitrov","L","3-6, 4-6","0","2"
"2015","Montreal Masters 1000","R64","Martin Klizan","Sam Querrey","L","3-6, 3-6","0","2"
"2015","Sao Paulo Masters 250","R32","Martin Klizan","Thomaz Bellucci","W","5-7, 6-3, 7-5","2","1"
"2014","Sao Paulo Masters 250","Q","Martin Klizan","Thomaz Bellucci","L","3-6, 3-6","0","2"
"2013","Montreal Masters 1000","R64","Martin Klizan","Thomaz Bellucci","W","5-7, 6-4, 7-6(6)","2","1"
"2012","Shanghai Masters 1000","R64","Martin Klizan","Thomaz Bellucci","W","6-3, 6-4","2","0"
"2016","Rotterdam Masters 500","R16","Martin Klizan","Marcos Baghdatis","W","6-3, 6-2","2","0"
"2016","Sofia Masters 250","Q","Martin Klizan","Andreas Seppi","W","6-4, 6-3","2","0"
"2015","Hamburg Masters 500","R32","Martin Klizan","Andreas Seppi","L","2-6, 4-6","0","2"
"2012","Paris Masters 1000","R64","Martin Klizan","Andreas Seppi","L","2-6, 6-2, 6-7","1","2"
"2015","Umag Masters 250","R32","Martin Klizan","Pablo Carreno Busta","W","7-6, 6-7, 6-1","2","1"
"2015","Dubai Masters 500","R32","Vasek Pospisil","Novak Djokovic","L","4-6, 4-6","0","2"
"2014","Beijing Masters 500","R16","Vasek Pospisil","Novak Djokovic","L","3-6, 5-7","0","2"
"2014","Cincinnati Masters 1000","R32","Vasek Pospisil","Roger Federer","L","6-7, 7-5, 2-6","1","2"
"2013","Basel Masters 500","S","Vasek Pospisil","Roger Federer","L","3-6, 7-6, 5-7","1","2"
"2011","Montreal Masters 1000","R32","Vasek Pospisil","Roger Federer","L","5-7, 3-6","0","2"
"2015","Wimbledon","Q","Vasek Pospisil","Andy Murray","L","4-6, 5-7, 4-6","0","3"
"2015","Indian Wells Masters 1000","R64","Vasek Pospisil","Andy Murray","L","1-6, 3-6","0","2"
"2015","Rotterdam Masters 500","R16","Vasek Pospisil","Andy Murray","L","3-6, 5-7","0","2"
"2014","Vienna Masters 250","R16","Vasek Pospisil","Andy Murray","L","4-6, 4-6","0","2"
"2014","Australian Open","R32","Vasek Pospisil","Stan Wawrinka","L","WO","0","0"
"2014","Chennai Masters 250","S","Vasek Pospisil","Stan Wawrinka","L","4-6, 5-5 RET","0","1"
"2015","Beijing Masters 500","R16","Vasek Pospisil","Rafael Nadal","L","6-7, 4-6","0","2"
"2014","Washington Masters 500","R16","Vasek Pospisil","Tomas Berdych","W","6-2, 6-4","2","0"
"2013","Montreal Masters 1000","R16","Vasek Pospisil","Tomas Berdych","W","7-5, 2-6, 7-6(5)","2","1"
"2013","Beijing Masters 500","R32","Vasek Pospisil","David Ferrer","L","4-6, 6-3, 6-7","1","2"
"2011","Valencia Masters 500","R16","Vasek Pospisil","David Ferrer","L","3-6, 3-6","0","2"
"2014","Washington Masters 500","F","Vasek Pospisil","Milos Raonic","L","1-6, 4-6","0","2"
"2013","Montreal Masters 1000","S","Vasek Pospisil","Milos Raonic","L","4-6, 6-1, 6-7","1","2"
"2015","Shanghai Masters 1000","R32","Vasek Pospisil","Richard Gasquet","L","4-6, 6-3, 4-6","1","2"
"2014","Toronto Masters 1000","R64","Vasek Pospisil","Richard Gasquet","L","5-7, 5-7","0","2"
"2014","Washington Masters 500","S","Vasek Pospisil","Richard Gasquet","W","6-7(5), 6-3, 7-5","2","1"
"2013","Shanghai Masters 1000","R64","Vasek Pospisil","Richard Gasquet","W","6-3, 6-4","2","0"
"2013","Cincinnati Masters 1000","R32","Vasek Pospisil","David Goffin","L","5-7, 6-1, 6-7","1","2"
"2013","Shanghai Masters 1000","R32","Vasek Pospisil","Gael Monfils","L","5-7, 6-7","0","2"
"2015","Munich Masters 250","R32","Vasek Pospisil","Dominic Thiem","L","7-5, 4-6, 6-7","1","2"
"2015","Montreal Masters 1000","R32","Vasek Pospisil","John Isner","L","6-7, 6-4, 3-6","1","2"
"2015","Washington Masters 500","R16","Vasek Pospisil","John Isner","L","4-6, 6-7","0","2"
"2013","Montreal Masters 1000","R64","Vasek Pospisil","John Isner","W","5-7, 7-6(5), 7-6(4)","2","1"
"2013","San Jose Masters 250","R16","Vasek Pospisil","John Isner","L","6-7, 6-2, 3-6","1","2"
"2011","Valencia Masters 500","R32","Vasek Pospisil","John Isner","W","6-3, 3-6, 7-6(9)","2","1"
"2015","Marseille Masters 250","R16","Vasek Pospisil","Roberto Bautista Agut","L","5-7, 4-6","0","2"
"2014","Shanghai Masters 1000","R32","Vasek Pospisil","Roberto Bautista Agut","L","6-7, 6-3, 4-6","1","2"
"2014","Monte Carlo Masters 1000","R64","Vasek Pospisil","Roberto Bautista Agut","L","2-6, 2-6","0","2"
"2016","Indian Wells Masters 1000","R64","Vasek Pospisil","Gilles Simon","L","6-1, 0-6, 1-6","1","2"
"2016","Australian Open","R128","Vasek Pospisil","Gilles Simon","L","7-6, 3-6, 2-6, 4-6","1","3"
"2013","Cincinnati Masters 1000","R64","Vasek Pospisil","Gilles Simon","W","6-3, 1-1 RET","1","0"
"2014","Rome Masters 1000","R64","Vasek Pospisil","Kevin Anderson","L","5-7, 6-7","0","2"
"2016","Marseille Masters 250","R32","Vasek Pospisil","Nick Kyrgios","L","4-6, 4-6","0","2"
"2014","Bogota Masters 250","Q","Vasek Pospisil","Bernard Tomic","L","4-6, 4-6","0","2"
"2015","Kuala Lumpur Masters 250","Q","Vasek Pospisil","Feliciano Lopez","L","7-6, 3-6, 2-6","1","2"
"2011","US Open","R64","Vasek Pospisil","Feliciano Lopez","L","7-5, 4-6, 6-7, 6-7","1","3"
"2015","Wimbledon","R16","Vasek Pospisil","Viktor Troicki","W","4-6, 6-7, 6-4, 6-3, 6-3","3","2"
"2015","Rotterdam Masters 500","R32","Vasek Pospisil","Philipp Kohlschreiber","W","6-4, 6-2","2","0"
"2016","Auckland Masters 250","R16","Vasek Pospisil","Jack Sock","L","2-6, 4-6","0","2"
"2014","Acapulco Masters 500","R32","Vasek Pospisil","Alexandr Dolgopolov","L","2-6, 2-6","0","2"
"2016","Auckland Masters 250","R32","Vasek Pospisil","Ivo Karlovic","W","7-6, 7-5","2","0"
"2013","Basel Masters 500","R16","Vasek Pospisil","Ivo Karlovic","W","6-3, 6-4","2","0"
"2013","Newport Masters 250","R16","Vasek Pospisil","Ivo Karlovic","L","4-6, 6-1, 3-6","1","2"
"2016","Miami Masters 1000","R64","Vasek Pospisil","Joao Sousa","L","7-6, 6-7, 2-6","1","2"
"2015","Valencia Masters 250","S","Vasek Pospisil","Joao Sousa","L","4-6, 4-6","0","2"
"2015","Roland Garros","R128","Vasek Pospisil","Joao Sousa","L","3-6, 6-7, 1-6","0","3"
"2015","Wimbledon","R64","Vasek Pospisil","Fabio Fognini","W","6-3, 6-4, 1-6, 6-3","3","1"
"2013","Kuala Lumpur Masters 250","R16","Vasek Pospisil","Federico Delbonis","L","6-7, 6-7","0","2"
"2015","Cincinnati Masters 1000","R32","Vasek Pospisil","Grigor Dimitrov","L","6-7, 6-7","0","2"
"2015","Miami Masters 1000","R64","Vasek Pospisil","Grigor Dimitrov","L","2-6, 2-6","0","2"
"2014","Basel Masters 500","R16","Vasek Pospisil","Grigor Dimitrov","L","2-6, 2-6","0","2"
"2015","Australian Open","R128","Vasek Pospisil","Sam Querrey","W","6-3, 6-7(5), 2-6, 6-4, 6-4","3","2"
"2012","Wimbledon","R128","Vasek Pospisil","Sam Querrey","L","5-7, 7-6, 3-6, 4-6","1","3"
"2016","Dubai Masters 500","R16","Vasek Pospisil","Marcos Baghdatis","L","4-6, 2-6","0","2"
"2015","Kuala Lumpur Masters 250","R16","Vasek Pospisil","Marcos Baghdatis","W","7-6, 3-6, 6-3","2","1"
"2015","Atlanta Masters 250","Q","Vasek Pospisil","Marcos Baghdatis","L","4-6, 6-7","0","2"
"2015","s-Hertogenbosch Masters 250","R16","Vasek Pospisil","Gilles Muller","L","4-6, 6-4, 6-7","1","2"
"2016","Rome Masters 1000","R64","Vasek Pospisil","Andreas Seppi","L","6-7, 6-7","0","2"
"2015","Sydney Masters 250","R32","Vasek Pospisil","Andreas Seppi","W","6-3, 7-6(4)","2","0"
"2012","Toronto Masters 1000","R64","Vasek Pospisil","Andreas Seppi","W","4-6, 6-4, 7-6(6)","2","1"
"2011","St. Petersburg Masters 250","R32","Vasek Pospisil","Andreas Seppi","L","5-7, 6-7","0","2"
"2016","Rotterdam Masters 500","R32","Vasek Pospisil","Alexander Zverev","L","5-7, 2-6","0","2"
"2015","Metz Masters 250","R16","Vasek Pospisil","Martin Klizan","L","4-6, 6-7","0","2"
"2015","Rome Masters 1000","R32","Nicolas Almagro","Novak Djokovic","L","1-6, 7-6, 3-6","1","2"
"2012","Indian Wells Masters 1000","Q","Nicolas Almagro","Novak Djokovic","L","3-6, 4-6","0","2"
"2011","Australian Open","R16","Nicolas Almagro","Novak Djokovic","L","3-6, 4-6, 0-6","0","3"
"2008","Rome Masters 1000","Q","Nicolas Almagro","Novak Djokovic","L","1-6, 0-1 RET","0","2"
"2007","Cincinnati Masters 1000","Q","Nicolas Almagro","Roger Federer","L","3-6, 6-3, 2-6","1","2"
"2007","Rome Masters 1000","R32","Nicolas Almagro","Roger Federer","L","3-6, 4-6","0","2"
"2007","Miami Masters 1000","R32","Nicolas Almagro","Roger Federer","L","5-7, 3-6","0","2"
"2006","Rome Masters 1000","Q","Nicolas Almagro","Roger Federer","L","3-6, 7-6, 5-7","1","2"
"2005","Roland Garros","R64","Nicolas Almagro","Roger Federer","L","3-6, 6-7, 2-6","0","3"
"2014","Madrid Masters 1000","R32","Nicolas Almagro","Andy Murray","L","1-6, 6-1, 4-6","1","2"
"2010","Indian Wells Masters 1000","R16","Nicolas Almagro","Andy Murray","L","2-6, 0-1 RET","0","2"
"2009","Cincinnati Masters 1000","R32","Nicolas Almagro","Andy Murray","L","6-7, 2-6","0","2"
"2008","Roland Garros","R32","Nicolas Almagro","Andy Murray","W","6-3, 6-7(3), 6-3, 7-5","3","1"
"2014","Monte Carlo Masters 1000","R16","Nicolas Almagro","Stan Wawrinka","L","WO","0","0"
"2013","Paris Masters 1000","R16","Nicolas Almagro","Stan Wawrinka","L","3-6, 2-6","0","2"
"2013","Buenos Aires Masters 250","S","Nicolas Almagro","Stan Wawrinka","L","3-6, 5-7","0","2"
"2012","Monte Carlo Masters 1000","R16","Nicolas Almagro","Stan Wawrinka","L","3-6, 3-6","0","2"
"2012","Buenos Aires Masters 250","S","Nicolas Almagro","Stan Wawrinka","W","6-4, 3-6, 7-5","2","1"
"2012","Australian Open","R32","Nicolas Almagro","Stan Wawrinka","W","7-6(2), 6-2, 6-4","3","0"
"2010","Cincinnati Masters 1000","R64","Nicolas Almagro","Stan Wawrinka","L","3-6, 3-6","0","2"
"2007","Auckland Masters 250","R32","Nicolas Almagro","Stan Wawrinka","W","1-6, 6-4, 6-1","2","1"
"2006","New Haven Masters 250","R64","Nicolas Almagro","Stan Wawrinka","L","3-6, 7-6, 4-6","1","2"
"2016","Rio de Janeiro Masters 500","R16","Nicolas Almagro","Rafael Nadal","L","3-6, 5-7","0","2"
"2015","Roland Garros","R64","Nicolas Almagro","Rafael Nadal","L","4-6, 3-6, 1-6","0","3"
"2015","Barcelona Masters 500","R32","Nicolas Almagro","Rafael Nadal","L","3-6, 1-6","0","2"
"2015","Miami Masters 1000","R64","Nicolas Almagro","Rafael Nadal","L","4-6, 2-6","0","2"
"2014","Barcelona Masters 500","Q","Nicolas Almagro","Rafael Nadal","W","2-6, 7-6, 6-4","2","1"
"2013","Barcelona Masters 500","F","Nicolas Almagro","Rafael Nadal","L","4-6, 3-6","0","2"
"2013","Acapulco Masters 500","S","Nicolas Almagro","Rafael Nadal","L","5-7, 4-6","0","2"
"2012","Roland Garros","Q","Nicolas Almagro","Rafael Nadal","L","6-7, 2-6, 3-6","0","3"
"2010","Roland Garros","Q","Nicolas Almagro","Rafael Nadal","L","6-7, 6-7, 4-6","0","3"
"2010","Madrid Masters 1000","S","Nicolas Almagro","Rafael Nadal","L","6-4, 2-6, 2-6","1","2"
"2009","Paris Masters 1000","R32","Nicolas Almagro","Rafael Nadal","L","6-3, 6-7, 5-7","1","2"
"2009","US Open","R32","Nicolas Almagro","Rafael Nadal","L","5-7, 4-6, 4-6","0","3"
"2008","Roland Garros","Q","Nicolas Almagro","Rafael Nadal","L","1-6, 1-6, 1-6","0","3"
"2006","Barcelona Masters 500","S","Nicolas Almagro","Rafael Nadal","L","6-7, 3-6","0","2"
"2004","Palermo Masters 250","R32","Nicolas Almagro","Rafael Nadal","L","1-6, 5-7","0","2"
"2015","Australian Open","R128","Nicolas Almagro","Kei Nishikori","L","4-6, 6-7, 2-6","0","3"
"2013","Tokyo Masters 500","Q","Nicolas Almagro","Kei Nishikori","W","7-6(2), 5-7, 6-3","2","1"
"2011","Kuala Lumpur Masters 250","Q","Nicolas Almagro","Kei Nishikori","L","7-6, 4-6, 4-6","1","2"
"2016","Buenos Aires Masters 250","Q","Nicolas Almagro","Jo-Wilfried Tsonga","W","6-2, 7-5","2","0"
"2012","Paris Masters 1000","R16","Nicolas Almagro","Jo-Wilfried Tsonga","L","6-7, 6-7","0","2"
"2011","Montreal Masters 1000","Q","Nicolas Almagro","Jo-Wilfried Tsonga","L","4-6, 4-6","0","2"
"2011","Madrid Masters 1000","R64","Nicolas Almagro","Jo-Wilfried Tsonga","L","1-6, 3-6","0","2"
"2010","Barcelona Masters 500","R16","Nicolas Almagro","Jo-Wilfried Tsonga","L","7-5, 1-6, 4-6","1","2"
"2010","Monte Carlo Masters 1000","R32","Nicolas Almagro","Jo-Wilfried Tsonga","L","6-7, 5-7","0","2"
"2010","Australian Open","R16","Nicolas Almagro","Jo-Wilfried Tsonga","L","3-6, 4-6, 6-4, 7-6, 7-9","2","3"
"2013","Shanghai Masters 1000","R16","Nicolas Almagro","Tomas Berdych","W","6-7(6), 6-3, 7-6(4)","2","1"
"2012","Stockholm Masters 250","S","Nicolas Almagro","Tomas Berdych","L","3-6, 2-6","0","2"
"2012","US Open","R16","Nicolas Almagro","Tomas Berdych","L","6-7, 4-6, 1-6","0","3"
"2012","Rome Masters 1000","R16","Nicolas Almagro","Tomas Berdych","L","6-7, 3-6","0","2"
"2012","Indian Wells Masters 1000","R16","Nicolas Almagro","Tomas Berdych","W","6-4, 6-0","2","0"
"2012","Australian Open","R16","Nicolas Almagro","Tomas Berdych","L","6-4, 6-7, 6-7, 6-7","1","3"
"2011","Cincinnati Masters 1000","R16","Nicolas Almagro","Tomas Berdych","L","2-6, 2-6","0","2"
"2011","Nice Masters 250","S","Nicolas Almagro","Tomas Berdych","W","6-4, 6-4","2","0"
